,^GSPTSE,^GSPTSE,^TWII,^TWII,^AXJO,^AXJO,^GSPC,^GSPC,^N225,^N225,^KS11,^KS11,FTSEMIB.MI,FTSEMIB.MI,^FTSE,^FTSE,^SSMI,^SSMI,^NSEI,^NSEI,^NDX,^NDX,^GDAXI,^GDAXI,^FCHI,^FCHI,MSCI_China,MSCI_China
,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-02,4004.3999023,164600.0,,,,,359.69,162070000.0,,,,,,,2433.1,0.0,,,,,227.73,0.0,1788.8900146,0.0,,,,
1990-01-03,4009.5,147600.0,,,,,358.76,192330000.0,,,908.59,0.0,,,2463.7,0.0,,,,,226.1,0.0,1867.2900391,0.0,,,,
1990-01-04,4000.8999023,297100.0,,,,,355.67,177000000.0,38713.0,0.0,928.82,0.0,,,2451.6,0.0,,,,,224.71,0.0,1830.9200439,0.0,,,,
1990-01-05,3990.3999023,279500.0,,,,,352.2,158530000.0,38275.0,0.0,915.11,0.0,,,2444.5,0.0,,,,,223.14,0.0,1812.9000244,0.0,,,,
1990-01-08,3971.1000977,242800.0,,,,,353.79,140110000.0,38295.0,0.0,919.46,0.0,,,2431.3,0.0,,,,,223.54,0.0,1841.4699707,0.0,,,,
1990-01-09,3952.3999023,251400.0,,,,,349.62,155210000.0,37951.0,0.0,920.21,0.0,,,2436.3,0.0,,,,,221.18,0.0,1865.5200195,0.0,,,,
1990-01-10,3941.6000977,340600.0,,,,,347.31,175990000.0,37697.0,0.0,911.48,0.0,,,2418.3,0.0,,,,,216.55,0.0,1843.0500488,0.0,,,,
1990-01-11,3941.6999512,344500.0,,,,,348.53,154390000.0,38170.0,0.0,903.27,0.0,,,2417.9,0.0,,,,,213.51,0.0,1843.4200439,0.0,,,,
1990-01-12,3881.8000488,432100.0,,,,,339.93,183880000.0,37517.0,0.0,903.11,0.0,,,2380.3,0.0,,,,,208.79,0.0,1860.9599609,0.0,,,,
1990-01-15,3894.0,235200.0,,,,,337.0,140590000.0,,,883.04,0.0,,,2366.2,0.0,,,,,207.62,0.0,1840.3800049,0.0,,,,
1990-01-16,3900.0,315100.0,,,,,340.75,186070000.0,36850.0,0.0,883.43,0.0,,,2349.1,0.0,,,,,211.91,0.0,1806.0999756,0.0,,,,
1990-01-17,3872.3000488,327600.0,,,,,337.4,170470000.0,36821.0,0.0,874.41,0.0,,,2373.9,0.0,,,,,210.6,0.0,1810.6099854,0.0,,,,
1990-01-18,3857.3999023,262000.0,,,,,338.19,178590000.0,36729.0,0.0,874.81,0.0,,,2336.9,0.0,,,,,210.57,0.0,1771.6700439,0.0,,,,
1990-01-19,3865.1000977,309000.0,,,,,339.15,185590000.0,36837.0,0.0,868.2,0.0,,,2335.0,0.0,,,,,213.91,0.0,1775.2900391,0.0,,,,
1990-01-22,3801.5,262100.0,,,,,330.38,148380000.0,37257.0,0.0,898.89,0.0,,,2297.1,0.0,,,,,208.06,0.0,1787.0799561,0.0,,,,
1990-01-23,3812.6999512,304600.0,,,,,331.61,179300000.0,37378.0,0.0,890.52,0.0,,,2291.1,0.0,,,,,207.48,0.0,1785.0,0.0,,,,
1990-01-24,3761.5,447200.0,,,,,330.26,207830000.0,36779.0,0.0,903.58,0.0,,,2278.6,0.0,,,,,206.74,0.0,1751.6199951,0.0,,,,
1990-01-25,3749.3999023,260400.0,,,,,326.08,172270000.0,36969.0,0.0,905.75,0.0,,,2289.9,0.0,,,,,205.77,0.0,1791.5200195,0.0,,,,
1990-01-26,3733.6999512,308900.0,,,,,325.8,198190000.0,36874.0,0.0,,,,,2314.5,0.0,,,,,203.24,0.0,1798.2199707,0.0,,,,
1990-01-29,3722.5,192200.0,,,,,325.2,150770000.0,37174.0,0.0,897.32,0.0,,,2328.8,0.0,,,,,202.05,0.0,1815.6899414,0.0,,,,
1990-01-30,3707.0,273200.0,,,,,322.98,186030000.0,37216.0,0.0,888.47,0.0,,,2322.0,0.0,,,,,197.65,0.0,1815.1999512,0.0,,,,
1990-01-31,3704.3999023,318900.0,,,,,329.08,189660000.0,37189.0,0.0,896.16,0.0,,,2337.3,0.0,,,,,201.94,0.0,1821.2099609,0.0,,,,
1990-02-01,3709.1000977,299900.0,,,,,328.79,154580000.0,37206.0,0.0,885.83,0.0,,,2345.8,0.0,,,,,203.04,0.0,1852.9200439,0.0,,,,
1990-02-02,3719.6000977,223400.0,,,,,330.92,164400000.0,37650.0,0.0,878.15,0.0,,,2355.1,0.0,,,,,205.62,0.0,1908.4599609,0.0,,,,
1990-02-05,3767.1999512,254600.0,,,,,331.85,130950000.0,37631.0,0.0,877.45,0.0,,,2348.4,0.0,,,,,206.49,0.0,1939.8199463,0.0,,,,
1990-02-06,3769.1000977,251500.0,,,,,329.66,134070000.0,37667.0,0.0,886.86,0.0,,,2321.1,0.0,,,,,205.07,0.0,1936.25,0.0,,,,
1990-02-07,3779.1999512,310300.0,,,,,333.75,186710000.0,37302.0,0.0,880.39,0.0,,,2307.4,0.0,,,,,206.8,0.0,1895.6500244,0.0,,,,
1990-02-08,3783.3000488,310800.0,,,,,332.96,176240000.0,37516.0,0.0,882.52,0.0,,,2331.0,0.0,,,,,207.24,0.0,1909.9499512,0.0,,,,
1990-02-09,3777.8000488,266800.0,,,,,333.62,146910000.0,37288.0,0.0,879.1,0.0,,,2313.6,0.0,,,,,208.49,0.0,1895.9300537,0.0,,,,
1990-02-12,3766.3000488,230900.0,,,,,330.08,118390000.0,,,867.05,0.0,,,2286.9,0.0,,,,,206.88,0.0,1844.4699707,0.0,,,,
1990-02-13,3751.8999023,266700.0,,,,,331.02,144490000.0,37107.0,0.0,866.57,0.0,,,2293.2,0.0,,,,,207.2,0.0,1857.0999756,0.0,,,,
1990-02-14,3750.3999023,227600.0,,,,,332.01,138530000.0,37156.0,0.0,872.63,0.0,,,2298.3,0.0,,,,,208.06,0.0,1836.5799561,0.0,,,,
1990-02-15,3732.6999512,349900.0,,,,,334.89,174620000.0,37472.0,0.0,874.09,0.0,,,2313.8,0.0,,,,,209.93,0.0,1845.9200439,0.0,,,,
1990-02-16,3731.6999512,243200.0,,,,,332.72,166840000.0,37460.0,0.0,872.5,0.0,,,2325.9,0.0,,,,,208.35,0.0,1888.8199463,0.0,,,,
1990-02-19,3735.0,167400.0,,,,,,,37223.0,0.0,859.24,0.0,,,2297.1,0.0,,,,,,,1886.7299805,0.0,,,,
1990-02-20,3692.3000488,288100.0,,,,,327.99,147300000.0,36896.0,0.0,856.64,0.0,,,2277.0,0.0,,,,,205.07,0.0,1830.5100098,0.0,,,,
1990-02-21,3672.5,303000.0,,,,,327.67,159240000.0,35734.0,0.0,853.04,0.0,,,2259.7,0.0,,,,,204.75,0.0,1807.4000244,0.0,,,,
1990-02-22,3668.6000977,293600.0,,,,,325.7,184320000.0,35827.0,0.0,853.45,0.0,,,2269.2,0.0,,,,,204.19,0.0,1823.5,0.0,,,,
1990-02-23,3652.6000977,238000.0,,,,,324.15,148490000.0,34891.0,0.0,850.84,0.0,,,2236.7,0.0,,,,,201.79,0.0,1788.3900146,0.0,,,,
1990-02-26,3649.5,217700.0,,,,,328.67,148900000.0,33322.0,0.0,833.81,0.0,,,2249.3,0.0,,,,,204.63,0.0,1764.0600586,0.0,,,,
1990-02-27,3660.3000488,198500.0,,,,,330.26,152590000.0,33898.0,0.0,859.83,0.0,,,2254.8,0.0,,,,,205.79,0.0,1797.0400391,0.0,,,,
1990-02-28,3686.6999512,245100.0,,,,,331.89,184400000.0,34592.0,0.0,861.59,0.0,,,2255.4,0.0,,,,,207.91,0.0,1806.6300049,0.0,,,,
1990-03-01,3700.1999512,217800.0,,,,,332.74,157930000.0,33830.0,0.0,,,,,2238.4,0.0,,,,,209.1,0.0,1796.1800537,0.0,,,,
1990-03-02,3707.3999023,202900.0,,,,,335.54,164330000.0,34058.0,0.0,884.07,0.0,,,2254.8,0.0,,,,,211.54,0.0,1804.9799805,0.0,,,,
1990-03-05,3712.0,154000.0,,,,,333.74,140110000.0,33845.0,0.0,865.22,0.0,,,2230.5,0.0,,,,,210.39,0.0,1838.1800537,0.0,,,,
1990-03-06,3723.1999512,204500.0,,,,,337.93,143640000.0,33791.0,0.0,857.58,0.0,,,2216.0,0.0,,,,,210.96,0.0,1820.3599854,0.0,,,,
1990-03-07,3728.6000977,225400.0,,,,,336.95,163580000.0,33362.0,0.0,847.46,0.0,,,2230.3,0.0,,,,,210.15,0.0,1841.9200439,0.0,,,,
1990-03-08,3752.0,195000.0,,,,,340.27,170900000.0,33691.0,0.0,847.77,0.0,,,2250.0,0.0,,,,,213.11,0.0,1861.9499512,0.0,,,,
1990-03-09,3732.8999023,181700.0,,,,,337.93,150410000.0,33993.0,0.0,852.7,0.0,,,2234.3,0.0,,,,,213.82,0.0,1858.8900146,0.0,,,,
1990-03-12,3740.1999512,152300.0,,,,,338.67,114790000.0,33368.0,0.0,850.65,0.0,,,2222.8,0.0,,,,,213.52,0.0,1843.7399902,0.0,,,,
1990-03-13,3734.1000977,163100.0,,,,,336.0,145440000.0,32621.0,0.0,841.56,0.0,,,2224.5,0.0,,,,,211.51,0.0,1866.5699463,0.0,,,,
1990-03-14,3734.6000977,204700.0,,,,,336.87,145060000.0,32352.0,0.0,838.19,0.0,,,2226.1,0.0,,,,,212.27,0.0,1876.8900146,0.0,,,,
1990-03-15,3757.3999023,264500.0,,,,,338.07,144410000.0,32672.0,0.0,835.59,0.0,,,2234.9,0.0,,,,,213.48,0.0,1884.2600098,0.0,,,,
1990-03-16,3760.6999512,250100.0,,,,,341.91,222520000.0,32616.0,0.0,842.27,0.0,,,2263.9,0.0,,,,,217.96,0.0,1881.9799805,0.0,,,,
1990-03-19,3772.1000977,211000.0,,,,,343.53,142300000.0,31263.0,0.0,839.42,0.0,,,2238.0,0.0,,,,,219.87,0.0,1924.5600586,0.0,,,,
1990-03-20,3744.6000977,249600.0,,,,,341.57,177320000.0,30807.0,0.0,849.98,0.0,,,2259.7,0.0,,,,,216.93,0.0,1903.3000488,0.0,,,,
1990-03-21,3735.8000488,224400.0,,,,,339.74,130990000.0,30807.0,0.0,849.91,0.0,,,2250.3,0.0,,,,,215.85,0.0,1930.6700439,0.0,,,,
1990-03-22,3704.8999023,259600.0,,,,,335.69,175930000.0,29843.0,0.0,845.96,0.0,,,2258.9,0.0,,,,,212.54,0.0,1931.75,0.0,,,,
1990-03-23,3701.3999023,196600.0,,,,,337.22,132070000.0,30372.0,0.0,841.79,0.0,,,2283.9,0.0,,,,,214.49,0.0,1921.6400146,0.0,,,,
1990-03-26,3667.5,229900.0,,,,,337.63,116110000.0,31840.0,0.0,834.54,0.0,,,2298.2,0.0,,,,,216.43,0.0,1934.7800293,0.0,,,,
1990-03-27,3678.5,201500.0,,,,,341.5,131610000.0,31826.0,0.0,827.92,0.0,,,2266.2,0.0,,,,,217.47,0.0,1926.9200439,0.0,,,,
1990-03-28,3677.3000488,208600.0,,,,,342.0,142300000.0,31264.0,0.0,819.04,0.0,,,2275.0,0.0,,,,,214.23,0.0,1918.3000488,0.0,,,,
1990-03-29,3665.8999023,191700.0,,,,,340.79,132190000.0,31026.0,0.0,824.59,0.0,,,2263.0,0.0,,,,,213.11,0.0,1955.8800049,0.0,,,,
1990-03-30,3639.5,277200.0,,,,,339.94,139340000.0,29980.0,0.0,845.98,0.0,,,2247.9,0.0,,,,,213.15,0.0,1966.75,0.0,,,,
1990-04-02,3612.1999512,182700.0,,,,,338.7,124360000.0,28002.0,0.0,838.29,0.0,,,2221.6,0.0,,,,,212.67,0.0,1935.2600098,0.0,,,,
1990-04-03,3648.1000977,200200.0,,,,,343.64,154310000.0,28760.0,0.0,836.63,0.0,,,2240.7,0.0,,,,,216.81,0.0,1965.9100342,0.0,,,,
1990-04-04,3635.0,287100.0,,,,,341.09,159530000.0,28443.0,0.0,828.98,0.0,,,2231.6,0.0,,,,,215.48,0.0,1960.8900146,0.0,,,,
1990-04-05,3630.6000977,199000.0,,,,,340.73,144170000.0,28249.0,0.0,,,,,2239.5,0.0,,,,,214.06,0.0,1952.8000488,0.0,,,,
1990-04-06,3632.3000488,184300.0,,,,,340.08,137490000.0,29279.0,0.0,831.73,0.0,,,2221.1,0.0,,,,,212.48,0.0,1959.0799561,0.0,,,,
1990-04-09,3613.6000977,155800.0,,,,,341.37,114970000.0,30398.0,0.0,816.78,0.0,,,2227.7,0.0,,,,,212.12,0.0,1919.7800293,0.0,,,,
1990-04-10,3594.8999023,191600.0,,,,,342.07,136020000.0,29625.0,0.0,810.76,0.0,,,2217.5,0.0,,,,,213.23,0.0,1913.1400146,0.0,,,,
1990-04-11,3565.8000488,208000.0,,,,,341.92,141080000.0,29440.0,0.0,813.66,0.0,,,2215.5,0.0,,,,,214.52,0.0,1890.9000244,0.0,,,,
1990-04-12,3561.1000977,157200.0,,,,,344.34,142470000.0,29623.0,0.0,806.86,0.0,,,2222.1,0.0,,,,,216.04,0.0,1909.8699951,0.0,,,,
1990-04-13,,,,,,,,,29214.0,0.0,803.15,0.0,,,2222.100098,0.0,,,,,,,,,,,,
1990-04-16,3549.3000488,132200.0,,,,,344.74,142810000.0,28463.0,0.0,777.0,0.0,,,2222.100098,0.0,,,,,216.93,0.0,,,,,,
1990-04-17,3513.3000488,197800.0,,,,,344.68,127990000.0,28462.0,0.0,796.56,0.0,,,2214.5,0.0,,,,,216.5,0.0,1916.2299805,0.0,,,,
1990-04-18,3476.3999023,276100.0,,,,,340.72,147130000.0,29249.0,0.0,781.53,0.0,,,2205.9,0.0,,,,,213.15,0.0,1896.9100342,0.0,,,,
1990-04-19,3410.6000977,298700.0,,,,,338.09,152930000.0,29945.0,0.0,768.31,0.0,,,2184.7,0.0,,,,,210.87,0.0,1873.7900391,0.0,,,,
1990-04-20,3355.6000977,300600.0,,,,,335.12,174260000.0,29835.0,0.0,767.45,0.0,,,2187.1,0.0,,,,,208.62,0.0,1890.6199951,0.0,,,,
1990-04-23,3344.1000977,226700.0,,,,,331.05,136150000.0,29679.0,0.0,774.4,0.0,,,2159.2,0.0,,,,,205.63,0.0,1851.3499756,0.0,,,,
1990-04-24,3341.0,209900.0,,,,,330.36,137360000.0,29501.0,0.0,768.47,0.0,,,2159.9,0.0,,,,,204.76,0.0,1841.2099609,0.0,,,,
1990-04-25,3343.1999512,188500.0,,,,,332.03,133480000.0,29564.0,0.0,755.07,0.0,,,2143.1,0.0,,,,,205.58,0.0,1845.9399414,0.0,,,,
1990-04-26,3369.5,177600.0,,,,,332.92,141330000.0,29425.0,0.0,726.11,0.0,,,2133.6,0.0,,,,,205.79,0.0,1830.9200439,0.0,,,,
1990-04-27,3336.1000977,144100.0,,,,,329.11,130630000.0,29585.0,0.0,748.86,0.0,,,2106.6,0.0,,,,,203.67,0.0,1817.8000488,0.0,,,,
1990-04-30,3340.8999023,200900.0,,,,,330.8,122750000.0,,,688.66,0.0,,,2103.4,0.0,,,,,205.82,0.0,1812.9100342,0.0,,,,
1990-05-01,3334.1000977,163100.0,,,,,332.25,149020000.0,29690.0,0.0,718.45,0.0,,,2117.9,0.0,,,,,207.04,0.0,,,,,,
1990-05-02,3340.3000488,213100.0,,,,,334.48,141610000.0,30174.0,0.0,,,,,2137.6,0.0,,,,,208.5,0.0,1835.8100586,0.0,,,,
1990-05-03,3346.6999512,190600.0,,,,,335.57,145560000.0,30173.0,0.0,750.82,0.0,,,2134.9,0.0,,,,,210.09,0.0,1874.8499756,0.0,,,,
1990-05-04,3367.8000488,245200.0,,,,,338.39,140550000.0,,,782.33,0.0,,,2164.1,0.0,,,,,212.71,0.0,1904.8499756,0.0,,,,
1990-05-07,3421.5,215100.0,,,,,340.53,132760000.0,30956.0,0.0,791.56,0.0,,,2162.199951,0.0,,,,,215.03,0.0,1920.8800049,0.0,,,,
1990-05-08,3438.0,192400.0,,,,,342.01,144230000.0,30971.0,0.0,796.54,0.0,,,2182.0,0.0,,,,,215.17,0.0,1910.1800537,0.0,,,,
1990-05-09,3464.0,260900.0,,,,,342.86,152220000.0,30946.0,0.0,793.36,0.0,,,2162.7,0.0,,,,,215.43,0.0,1903.6099854,0.0,,,,
1990-05-10,3486.5,294700.0,,,,,343.82,158460000.0,30980.0,0.0,771.76,0.0,,,2157.0,0.0,,,,,216.81,0.0,1884.9000244,0.0,,,,
1990-05-11,3535.0,269200.0,,,,,352.0,234040000.0,31512.0,0.0,762.27,0.0,,,2175.9,0.0,,,,,220.89,0.0,1884.7600098,0.0,,,,
1990-05-14,3526.5,239500.0,,,,,354.75,225410000.0,32043.0,0.0,734.42,0.0,,,2214.5,0.0,,,,,223.86,0.0,1857.9799805,0.0,,,,
1990-05-15,3505.3000488,197400.0,,,,,354.28,165730000.0,31997.0,0.0,724.76,0.0,,,2212.2,0.0,,,,,224.49,0.0,1843.7700195,0.0,,,,
1990-05-16,3486.8000488,202200.0,,,,,354.0,159810000.0,31968.0,0.0,756.87,0.0,,,2221.1,0.0,,,,,225.13,0.0,1850.2600098,0.0,,,,
1990-05-17,3509.3999023,220100.0,,,,,354.47,164770000.0,32062.0,0.0,773.43,0.0,,,2284.4,0.0,,,,,226.64,0.0,1831.5899658,0.0,,,,
1990-05-18,3521.3000488,228000.0,,,,,354.64,162520000.0,32014.0,0.0,766.15,0.0,,,2269.1,0.0,,,,,228.51,0.0,1856.4499512,0.0,,,,
1990-05-21,3521.300049,0.0,,,,,358.0,166280000.0,31765.0,0.0,770.28,0.0,,,2282.1,0.0,,,,,232.21,0.0,1817.7099609,0.0,,,,
1990-05-22,3540.5,263900.0,,,,,358.43,203350000.0,31938.0,0.0,785.93,0.0,,,2311.3,0.0,,,,,232.85,0.0,1803.25,0.0,,,,
1990-05-23,3519.3999023,231400.0,,,,,359.29,172330000.0,32177.0,0.0,787.91,0.0,,,2287.4,0.0,,,,,236.06,0.0,1833.6600342,0.0,,,,
1990-05-24,3510.6000977,197500.0,,,,,358.41,155140000.0,32312.0,0.0,785.79,0.0,,,2277.1,0.0,,,,,237.04,0.0,,,,,,
1990-05-25,3494.6999512,152600.0,,,,,354.58,120250000.0,32794.0,0.0,790.73,0.0,,,2265.6,0.0,,,,,232.2,0.0,1826.9899902,0.0,,,,
1990-05-28,3497.0,102800.0,,,,,,,33192.0,0.0,778.23,0.0,,,2265.600098,0.0,,,,,,,1823.2199707,0.0,,,,
1990-05-29,3524.1999512,191500.0,,,,,360.65,137410000.0,32818.0,0.0,783.87,0.0,,,2295.6,0.0,,,,,235.84,0.0,1851.9499512,0.0,,,,
1990-05-30,3565.6000977,266800.0,,,,,360.86,199540000.0,32926.0,0.0,789.89,0.0,,,2346.2,0.0,,,,,236.35,0.0,1843.3199463,0.0,,,,
1990-05-31,3582.0,253500.0,,,,,361.23,165690000.0,33131.0,0.0,797.95,0.0,,,2345.1,0.0,,,,,236.15,0.0,1836.6899414,0.0,,,,
1990-06-01,3593.0,280400.0,,,,,363.16,187860000.0,32891.0,0.0,803.64,0.0,,,2371.4,0.0,,,,,237.88,0.0,1850.2399902,0.0,,,,
1990-06-04,3601.5,275200.0,,,,,367.4,175520000.0,32925.0,0.0,814.4,0.0,,,2379.0,0.0,,,,,240.11,0.0,,,,,,
1990-06-05,3596.6999512,321800.0,,,,,366.64,199720000.0,32922.0,0.0,807.97,0.0,,,2380.1,0.0,,,,,237.85,0.0,1880.6300049,0.0,,,,
1990-06-06,3611.8999023,261700.0,,,,,364.96,164030000.0,32954.0,0.0,804.09,0.0,,,2358.5,0.0,,,,,238.05,0.0,1857.9499512,0.0,,,,
1990-06-07,3604.6000977,277500.0,,,,,363.15,160360000.0,33193.0,0.0,804.47,0.0,,,2378.4,0.0,,,,,237.38,0.0,1846.1400146,0.0,,,,
1990-06-08,3571.3000488,207200.0,,,,,358.71,142600000.0,32993.0,0.0,799.12,0.0,,,2366.6,0.0,,,,,234.73,0.0,1826.5600586,0.0,,,,
1990-06-11,3578.6999512,146500.0,,,,,361.63,119550000.0,32540.0,0.0,,,,,2348.8,0.0,,,,,236.95,0.0,1809.7099609,0.0,,,,
1990-06-12,3607.6999512,193400.0,,,,,366.25,157100000.0,32322.0,0.0,784.97,0.0,,,2370.7,0.0,,,,,240.11,0.0,1812.3499756,0.0,,,,
1990-06-13,3605.6999512,211300.0,,,,,364.9,158910000.0,32372.0,0.0,780.56,0.0,,,2405.4,0.0,,,,,242.05,0.0,1792.25,0.0,,,,
1990-06-14,3577.1000977,319900.0,,,,,362.9,135770000.0,32668.0,0.0,772.2,0.0,,,2403.0,0.0,,,,,240.51,0.0,,,,,,
1990-06-15,3569.1000977,170600.0,,,,,362.91,205130000.0,32538.0,0.0,770.77,0.0,,,2392.3,0.0,,,,,240.79,0.0,1787.2800293,0.0,,,,
1990-06-18,3519.8999023,174900.0,,,,,356.88,133470000.0,32377.0,0.0,756.39,0.0,,,2370.5,0.0,,,,,236.71,0.0,1804.3800049,0.0,,,,
1990-06-19,3529.1000977,187200.0,,,,,358.47,134930000.0,32040.0,0.0,749.61,0.0,,,2369.7,0.0,,,,,236.77,0.0,1821.3399658,0.0,,,,
1990-06-20,3530.5,204500.0,,,,,359.1,137420000.0,32088.0,0.0,740.84,0.0,,,2371.2,0.0,,,,,237.32,0.0,1853.0999756,0.0,,,,
1990-06-21,3526.1999512,182200.0,,,,,360.47,138570000.0,32087.0,0.0,743.17,0.0,,,2370.3,0.0,,,,,238.15,0.0,1863.5500488,0.0,,,,
1990-06-22,3490.6999512,203100.0,,,,,355.43,172570000.0,31695.0,0.0,747.37,0.0,,,2378.5,0.0,,,,,235.74,0.0,1874.0600586,0.0,,,,
1990-06-25,3474.1999512,154800.0,,,,,352.31,133100000.0,31124.0,0.0,739.8,0.0,,,2398.5,0.0,,,,,232.91,0.0,1881.8800049,0.0,,,,
1990-06-26,3495.1000977,167900.0,,,,,352.06,141420000.0,31572.0,0.0,736.42,0.0,,,2399.8,0.0,,,,,232.94,0.0,1887.8800049,0.0,,,,
1990-06-27,3519.3000488,200300.0,,,,,355.14,146620000.0,32313.0,0.0,740.01,0.0,,,2373.5,0.0,,,,,234.95,0.0,1887.3000488,0.0,,,,
1990-06-28,3529.8999023,186600.0,,,,,357.63,136120000.0,32106.0,0.0,732.64,0.0,,,2355.7,0.0,,,,,237.41,0.0,1911.0799561,0.0,,,,
1990-06-29,3543.8999023,206300.0,,,,,358.02,145510000.0,31940.0,0.0,720.0,0.0,,,2374.6,0.0,,,,,238.46,0.0,1884.6700439,0.0,,,,
1990-07-02,3543.899902,0.0,,,,,359.54,130200000.0,32160.0,0.0,713.18,0.0,,,2382.7,0.0,,,,,238.42,0.0,1911.3399658,0.0,,,,
1990-07-03,3559.8999023,184700.0,,,,,360.16,130050000.0,32415.0,0.0,745.04,0.0,,,2371.7,0.0,,,,,238.18,0.0,1911.2600098,0.0,,,,
1990-07-04,3575.0,109300.0,,,,,,,32445.0,0.0,735.3,0.0,,,2355.5,0.0,,,,,,,1927.1899414,0.0,,,,
1990-07-05,3551.3000488,188600.0,,,,,355.68,128320000.0,32352.0,0.0,723.1,0.0,,,2331.4,0.0,,,,,237.3,0.0,1927.0699463,0.0,,,,
1990-07-06,3549.8000488,173800.0,,,,,358.42,111730000.0,32445.0,0.0,716.17,0.0,,,2340.0,0.0,,,,,238.46,0.0,1924.0999756,0.0,,,,
1990-07-09,3540.6000977,157000.0,,,,,359.52,119390000.0,32538.0,0.0,715.28,0.0,,,2337.5,0.0,,,,,239.6,0.0,1927.2800293,0.0,,,,
1990-07-10,3527.8999023,185000.0,,,,,356.49,147630000.0,32152.0,0.0,718.75,0.0,,,2327.5,0.0,,,,,238.66,0.0,1904.0200195,0.0,,,,
1990-07-11,3544.5,211900.0,,,,,361.23,162220000.0,32294.0,0.0,711.0,0.0,,,2360.5,0.0,,,,,240.77,0.0,1902.3599854,0.0,,,,
1990-07-12,3569.8000488,193400.0,,,,,365.44,213180000.0,32575.0,0.0,701.91,0.0,,,2370.5,0.0,,,,,243.43,0.0,1929.2399902,0.0,,,,
1990-07-13,3596.3999023,242700.0,,,,,367.31,215600000.0,32644.0,0.0,688.78,0.0,,,2382.2,0.0,,,,,244.74,0.0,1931.8499756,0.0,,,,
1990-07-16,3638.8999023,185300.0,,,,,368.95,149430000.0,33022.0,0.0,683.01,0.0,,,2406.5,0.0,,,,,246.18,0.0,1932.4300537,0.0,,,,
1990-07-17,3613.3999023,209200.0,,,,,367.52,176790000.0,33172.0,0.0,,,,,2415.0,0.0,,,,,241.52,0.0,1929.0600586,0.0,,,,
1990-07-18,3580.8000488,170900.0,,,,,364.22,168760000.0,33048.0,0.0,698.01,0.0,,,2402.0,0.0,,,,,238.22,0.0,1962.0699463,0.0,,,,
1990-07-19,3574.8999023,133700.0,,,,,365.32,161990000.0,33056.0,0.0,693.44,0.0,,,2387.3,0.0,,,,,236.4,0.0,1962.2199707,0.0,,,,
1990-07-20,3577.6999512,180600.0,,,,,361.61,177810000.0,32422.0,0.0,694.64,0.0,,,2400.1,0.0,,,,,232.44,0.0,1950.1600342,0.0,,,,
1990-07-23,3548.1999512,205100.0,,,,,355.31,209030000.0,31895.0,0.0,681.38,0.0,,,2359.7,0.0,,,,,227.38,0.0,1939.8199463,0.0,,,,
1990-07-24,3547.6000977,169700.0,,,,,355.79,181920000.0,31702.0,0.0,679.67,0.0,,,2360.9,0.0,,,,,226.49,0.0,1922.6700439,0.0,,,,
1990-07-25,3554.3999023,205400.0,,,,,357.09,163530000.0,31701.0,0.0,685.27,0.0,,,2364.7,0.0,,,,,228.76,0.0,1924.3399658,0.0,,,,
1990-07-26,3543.5,189800.0,,,,,355.91,155040000.0,31370.0,0.0,676.83,0.0,,,2344.1,0.0,,,,,227.2,0.0,1930.5699463,0.0,,,,
1990-07-27,3541.8999023,132500.0,,,,,353.44,149070000.0,30863.0,0.0,673.16,0.0,,,2330.1,0.0,,,,,225.63,0.0,1920.25,0.0,,,,
1990-07-30,3540.6999512,153400.0,,,,,355.55,146470000.0,30443.0,0.0,673.8,0.0,,,2312.3,0.0,,,,,223.92,0.0,1909.1999512,0.0,,,,
1990-07-31,3561.1000977,256400.0,,,,,356.15,175380000.0,31036.0,0.0,678.38,0.0,,,2326.2,0.0,,,,,223.38,0.0,1922.9200439,0.0,,,,
1990-08-01,3569.1999512,225300.0,,,,,355.52,178260000.0,30837.0,0.0,690.21,0.0,,,2339.0,0.0,,,,,223.12,0.0,1903.9799805,0.0,,,,
1990-08-02,3547.0,403300.0,,,,,351.48,253090000.0,30245.0,0.0,688.28,0.0,,,2304.5,0.0,,,,,218.97,0.0,1870.8900146,0.0,,,,
1990-08-03,3516.8999023,303100.0,,,,,344.86,295880000.0,29515.0,0.0,678.37,0.0,,,2284.6,0.0,,,,,212.6,0.0,1848.5,0.0,,,,
1990-08-06,3516.899902,0.0,,,,,334.43,240400000.0,28599.0,0.0,661.4,0.0,,,2220.2,0.0,,,,,201.46,0.0,1759.5899658,0.0,,,,
1990-08-07,3470.6999512,285700.0,,,,,334.83,231580000.0,27653.0,0.0,655.88,0.0,,,2235.8,0.0,,,,,202.65,0.0,1786.0400391,0.0,,,,
1990-08-08,3476.0,206400.0,,,,,338.35,190400000.0,28509.0,0.0,646.03,0.0,,,2237.5,0.0,,,,,205.58,0.0,1733.5699463,0.0,,,,
1990-08-09,3476.8999023,226300.0,,,,,339.94,155810000.0,27615.0,0.0,648.95,0.0,,,2244.9,0.0,,,,,209.13,0.0,1751.5100098,0.0,,,,
1990-08-10,3476.6000977,272300.0,,,,,335.52,145340000.0,27329.0,0.0,658.94,0.0,,,2201.6,0.0,,,,,206.23,0.0,1752.4799805,0.0,,,,
