,^GSPTSE,^GSPTSE,^TWII,^TWII,^AXJO,^AXJO,^GSPC,^GSPC,^N225,^N225,^KS11,^KS11,FTSEMIB.MI,FTSEMIB.MI,^FTSE,^FTSE,^SSMI,^SSMI,^NSEI,^NSEI,^NDX,^NDX,^GDAXI,^GDAXI,^FCHI,^FCHI,MSCI_China,MSCI_China
,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-10-27,4335.2998047,578200.0,,,2024.4000244,0.0,579.7,379230000.0,17337.0,0.0,1001.37,0.0,,,3497.9,0.0,3026.6000977,0.0,,,593.53,0.0,2112.0100098,0.0,,,,
1995-10-30,4379.7998047,449800.0,,,2024.0,0.0,583.25,319160000.0,17509.0,0.0,982.87,0.0,,,3510.0,0.0,3057.8999023,0.0,,,607.1,0.0,2149.7099609,0.0,,,,
1995-10-31,4459.2001953,9100.0,,,2029.6999512,0.0,581.5,377390000.0,17654.0,0.0,990.26,0.0,,,3529.1,0.0,3108.1999512,0.0,,,598.78,0.0,2165.7600098,0.0,,,,
1995-11-01,4453.0,579100.0,,,2010.5999756,0.0,584.22,378090000.0,17474.0,0.0,997.52,0.0,,,3518.7,0.0,3128.5,0.0,,,600.91,0.0,2182.1101074,0.0,,,,
1995-11-02,4500.0,791000.0,,,2013.4000244,0.0,589.72,397070000.0,18028.0,0.0,994.68,0.0,,,3523.0,0.0,3123.3999023,0.0,,,614.69,0.0,2180.4899902,0.0,,,,
1995-11-03,4536.5,733000.0,,,2046.5,0.0,590.57,348500000.0,,,989.74,0.0,,,3500.4,0.0,3137.6000977,0.0,,,621.71,0.0,2169.6899414,0.0,,,,
1995-11-06,4590.7001953,656800.0,,,2062.1999512,0.0,588.46,309100000.0,18036.0,0.0,992.77,0.0,,,3514.8,0.0,3123.1999512,0.0,,,615.72,0.0,2168.5700684,0.0,,,,
1995-11-07,4584.5,709800.0,,,2065.3999023,0.0,586.32,364680000.0,18021.0,0.0,987.72,0.0,,,3522.4,0.0,3133.8000488,0.0,,,596.23,0.0,2174.2700195,0.0,,,,
1995-11-08,4576.3999023,672700.0,,,2065.3999023,0.0,591.71,359780000.0,17863.0,0.0,980.84,0.0,,,3537.1,0.0,3132.6000977,0.0,,,598.72,0.0,2184.0500488,0.0,,,,
1995-11-09,4582.0,630600.0,,,2085.5,0.0,593.26,380760000.0,17821.0,0.0,970.91,0.0,,,3541.6,0.0,3150.1000977,0.0,,,616.95,0.0,2182.4699707,0.0,,,,
1995-11-10,4578.0,665700.0,,,2078.6999512,0.0,592.72,298690000.0,17843.0,0.0,965.95,0.0,,,3523.4,0.0,3130.3999023,0.0,,,613.61,0.0,2174.7800293,0.0,,,,
1995-11-13,4592.7001953,571300.0,,,2074.1999512,0.0,592.3,295840000.0,17789.0,0.0,954.04,0.0,,,3536.8,0.0,3121.3999023,0.0,,,608.32,0.0,2195.1499023,0.0,,,,
1995-11-14,4572.2001953,551900.0,,,2077.5,0.0,589.29,354420000.0,17802.0,0.0,948.34,0.0,,,3547.9,0.0,3133.0,0.0,,,591.68,0.0,2197.3400879,0.0,,,,
1995-11-15,4560.5,597200.0,,,2062.8999023,0.0,593.96,376100000.0,17682.0,0.0,937.04,0.0,,,3571.4,0.0,3124.8000488,0.0,,,593.48,0.0,2196.6398926,0.0,,,,
1995-11-16,4575.7001953,666500.0,,,2059.5,0.0,597.34,423280000.0,17939.0,0.0,933.95,0.0,,,3610.8,0.0,3148.3999023,0.0,,,591.7,0.0,2202.5,0.0,,,,
1995-11-17,4599.6000977,802600.0,,,2072.0,0.0,600.07,437200000.0,18151.0,0.0,952.37,0.0,,,3609.2,0.0,3152.5,0.0,,,588.81,0.0,2196.5900879,0.0,,,,
1995-11-20,4600.7998047,574200.0,,,2078.3000488,0.0,596.85,333150000.0,18383.0,0.0,931.64,0.0,,,3628.8,0.0,3182.1999512,0.0,,,571.67,0.0,2204.0100098,0.0,,,,
1995-11-21,4624.7001953,682900.0,,,2092.8999023,0.0,600.24,408320000.0,18384.0,0.0,917.97,0.0,,,3604.1,0.0,3183.8999023,0.0,,,574.22,0.0,2201.8999023,0.0,,,,
1995-11-22,4658.8999023,764700.0,,,2101.3000488,0.0,598.4,404980000.0,18239.0,0.0,921.03,0.0,,,3632.4,0.0,3201.0,0.0,,,569.04,0.0,2194.5300293,0.0,,,,
1995-11-23,4672.2998047,434800.0,,,2105.1000977,0.0,,,,,932.58,0.0,,,3602.5,0.0,3209.1999512,0.0,,,,,2197.2600098,0.0,,,,
1995-11-24,4672.0,525300.0,,,2106.0,0.0,599.97,125870000.0,18215.0,0.0,944.85,0.0,,,3624.0,0.0,3220.1000977,0.0,,,578.32,0.0,2210.9199219,0.0,,,,
1995-11-27,4660.0,697200.0,,,2112.8000488,0.0,601.32,359130000.0,18543.0,0.0,949.23,0.0,,,3649.0,0.0,3251.0,0.0,,,573.91,0.0,2247.9699707,0.0,,,,
1995-11-28,4674.2001953,700900.0,,,2110.1000977,0.0,606.45,408860000.0,18688.0,0.0,952.89,0.0,,,3648.8,0.0,3229.5,0.0,,,598.0,0.0,2242.9099121,0.0,,,,
1995-11-29,4670.7998047,670200.0,,,2115.0,0.0,607.64,398280000.0,18533.0,0.0,948.31,0.0,,,3655.5,0.0,3245.8999023,0.0,,,599.58,0.0,2249.75,0.0,,,,
1995-11-30,4661.2001953,744500.0,,,2113.1999512,0.0,605.37,440050000.0,18744.0,0.0,930.92,0.0,,,3664.3,0.0,3251.6000977,0.0,,,593.72,0.0,2254.9499512,0.0,,,,
1995-12-01,4674.0,585900.0,,,2119.1000977,0.0,606.98,393310000.0,18833.0,0.0,939.0,0.0,,,3680.4,0.0,3261.1999512,0.0,,,587.02,0.0,2266.5600586,0.0,,,,
1995-12-04,4711.8999023,685800.0,,,2160.8000488,0.0,613.68,405480000.0,18897.0,0.0,934.95,0.0,,,3669.7,0.0,3278.3999023,0.0,,,598.0,0.0,2261.0800781,0.0,,,,
1995-12-05,4722.7001953,1323200.0,,,2160.8999023,0.0,617.68,437360000.0,18879.0,0.0,946.98,0.0,,,3664.2,0.0,3278.5,0.0,,,591.23,0.0,2269.3400879,0.0,,,,
1995-12-06,4745.2001953,844300.0,,,2155.3999023,0.0,620.18,417780000.0,19067.0,0.0,954.61,0.0,,,3662.8,0.0,3281.5,0.0,,,589.98,0.0,2274.9399414,0.0,,,,
1995-12-07,4724.2998047,744700.0,,,2155.5,0.0,616.17,379260000.0,19412.0,0.0,960.57,0.0,,,3639.5,0.0,3245.6999512,0.0,,,587.13,0.0,2260.6201172,0.0,,,,
1995-12-08,4740.6000977,703400.0,,,2142.6999512,0.0,617.48,327900000.0,19286.0,0.0,958.62,0.0,,,3630.0,0.0,3246.6000977,0.0,,,599.38,0.0,2277.6999512,0.0,,,,
1995-12-11,4739.7998047,732100.0,,,2161.5,0.0,619.52,342070000.0,19226.0,0.0,947.75,0.0,,,3652.1,0.0,3261.6000977,0.0,,,596.11,0.0,2280.3898926,0.0,,,,
1995-12-12,4703.7001953,877500.0,,,2171.1999512,0.0,618.78,349860000.0,19312.0,0.0,943.22,0.0,,,3654.9,0.0,3280.8999023,0.0,,,585.04,0.0,2278.6398926,0.0,,,,
1995-12-13,4698.3999023,740200.0,,,2182.1000977,0.0,621.69,415290000.0,19283.0,0.0,929.46,0.0,,,3662.4,0.0,3273.3999023,0.0,,,587.54,0.0,2283.2600098,0.0,,,,
1995-12-14,4680.7998047,828700.0,,,2179.6999512,0.0,616.92,465300000.0,19499.0,0.0,908.67,0.0,,,3671.6,0.0,3272.1999512,0.0,,,566.29,0.0,2286.2099609,0.0,,,,
1995-12-15,4672.8999023,644700.0,,,2176.5,0.0,616.34,636800000.0,19346.0,0.0,899.55,0.0,,,3642.6,0.0,3289.8000488,0.0,,,563.28,0.0,2283.8400879,0.0,,,,
1995-12-18,4613.3999023,737300.0,,,2162.6000977,0.0,606.81,426270000.0,19311.0,0.0,867.18,0.0,,,3596.1,0.0,3251.6000977,0.0,,,548.04,0.0,2240.2399902,0.0,,,,
1995-12-19,4653.6000977,682900.0,,,2137.3000488,0.0,611.93,478280000.0,19140.0,0.0,890.79,0.0,,,3576.9,0.0,3217.6999512,0.0,,,575.01,0.0,2241.4299316,0.0,,,,
1995-12-20,4680.0,918300.0,,,2154.5,0.0,605.94,437680000.0,19448.0,0.0,892.04,0.0,,,3613.7,0.0,3254.3000488,0.0,,,565.15,0.0,2268.0700684,0.0,,,,
1995-12-21,4700.0,771500.0,,,2157.1999512,0.0,610.49,415810000.0,19653.0,0.0,899.86,0.0,,,3633.3,0.0,3255.0,0.0,,,580.76,0.0,2268.3500977,0.0,,,,
1995-12-22,4710.7001953,647200.0,,,2160.1999512,0.0,611.95,289600000.0,19744.0,0.0,894.67,0.0,,,3658.3,0.0,3277.8999023,0.0,,,585.18,0.0,2280.8100586,0.0,,,,
1995-12-25,,,,,,,,,19775.41016,0.0,,,,,,,,,,,,,,,,,,
1995-12-26,4710.700195,0.0,,,,,614.3,217280000.0,19904.0,0.0,876.37,0.0,,,3658.300049,0.0,,,,,585.09,0.0,,,,,,
1995-12-27,4684.2001953,424500.0,,,2154.5,0.0,614.53,252300000.0,20011.0,0.0,882.94,0.0,,,3676.4,0.0,3317.1000977,0.0,,,580.37,0.0,2280.4399414,0.0,,,,
1995-12-28,4689.1000977,353300.0,,,2153.1999512,0.0,614.12,288660000.0,19868.0,0.0,,,,,3676.7,0.0,3297.6999512,0.0,,,571.96,0.0,2273.8999023,0.0,,,,
1995-12-29,4713.5,436100.0,,,2154.8999023,0.0,615.93,321250000.0,19868.15039,0.0,,,,,3689.3,0.0,,,,,576.23,0.0,2260.6899414,0.0,,,,
1996-01-02,4767.7998047,484300.0,,,2178.6000977,0.0,620.73,364180000.0,,,,,,,3687.9,0.0,,,,,585.94,0.0,2307.6999512,0.0,,,,
1996-01-03,4819.5,903600.0,,,2210.1000977,0.0,621.32,468950000.0,,,888.85,0.0,,,3715.6,0.0,3384.5,0.0,,,572.29,0.0,2326.1799316,0.0,,,,
1996-01-04,4806.7998047,7500.0,,,2208.6000977,0.0,617.7,512580000.0,20618.0,0.0,859.97,0.0,,,3714.1,0.0,3395.8000488,0.0,,,563.48,0.0,2332.8100586,0.0,,,,
1996-01-05,4839.7001953,935300.0,,,2209.8000488,0.0,616.71,437110000.0,20669.0,0.0,856.62,0.0,,,3704.5,0.0,3376.1000977,0.0,,,565.14,0.0,2315.6599121,0.0,,,,
1996-01-08,4855.3999023,708000.0,,,2221.6000977,0.0,618.46,130360000.0,20563.0,0.0,866.81,0.0,,,3720.6,0.0,3368.1000977,0.0,,,563.15,0.0,2336.7600098,0.0,,,,
1996-01-09,4812.5,102700.0,,,2209.3000488,0.0,609.45,417400000.0,20652.0,0.0,881.99,0.0,,,3700.3,0.0,3361.5,0.0,,,534.42,0.0,2351.4699707,0.0,,,,
1996-01-10,4781.1000977,92400.0,,,2184.3999023,0.0,598.48,496830000.0,20612.0,0.0,885.77,0.0,,,3671.5,0.0,3314.8000488,0.0,,,535.29,0.0,2340.3100586,0.0,,,,
1996-01-11,4771.2001953,868900.0,,,2194.1000977,0.0,602.69,408800000.0,20377.0,0.0,883.96,0.0,,,3654.9,0.0,3284.1000977,0.0,,,555.2,0.0,2330.9799805,0.0,,,,
1996-01-12,4753.0,744100.0,,,2183.5,0.0,601.81,383400000.0,20287.0,0.0,878.64,0.0,,,3657.3,0.0,3292.8999023,0.0,,,552.71,0.0,2353.8898926,0.0,,,,
1996-01-15,4739.7001953,631800.0,,,2177.3999023,0.0,599.82,306180000.0,,,865.46,0.0,,,3662.7,0.0,3233.8999023,0.0,,,534.44,0.0,2361.3798828,0.0,,,,
1996-01-16,4766.0,890000.0,,,2189.0,0.0,608.44,425220000.0,20567.0,0.0,868.27,0.0,,,3710.6,0.0,3254.8000488,0.0,,,546.05,0.0,2379.4299316,0.0,,,,
1996-01-17,4773.0,800800.0,,,2193.8000488,0.0,606.37,458720000.0,20570.0,0.0,857.06,0.0,,,3704.2,0.0,3219.3000488,0.0,,,545.51,0.0,2375.6298828,0.0,,,,
1996-01-18,4798.1000977,986300.0,,,2193.1000977,0.0,608.24,450410000.0,20370.0,0.0,849.14,0.0,,,3748.7,0.0,3257.8000488,0.0,,,554.32,0.0,2389.6201172,0.0,,,,
1996-01-19,4821.1000977,976600.0,,,2189.1999512,0.0,611.83,497720000.0,20365.0,0.0,848.07,0.0,,,3748.4,0.0,3253.1000977,0.0,,,564.64,0.0,2400.5800781,0.0,,,,
1996-01-22,4849.0,33100.0,,,2202.1000977,0.0,613.4,398040000.0,20196.0,0.0,842.8,0.0,,,3754.2,0.0,3249.8999023,0.0,,,571.25,0.0,2391.7399902,0.0,,,,
1996-01-23,4847.6000977,900400.0,,,2185.8000488,0.0,612.79,416910000.0,20080.0,0.0,850.83,0.0,,,3735.0,0.0,3219.0,0.0,,,567.35,0.0,2393.1201172,0.0,,,,
1996-01-24,4864.1000977,875500.0,,,2174.3000488,0.0,619.96,476380000.0,20312.0,0.0,865.55,0.0,,,3758.2,0.0,3221.3000488,0.0,,,582.14,0.0,2436.6799316,0.0,,,,
1996-01-25,4870.5,938100.0,,,2193.1999512,0.0,617.03,453270000.0,20414.0,0.0,868.17,0.0,,,3734.2,0.0,3211.1999512,0.0,,,572.26,0.0,2437.0200195,0.0,,,,
1996-01-26,4901.2001953,783800.0,,,,,621.62,385700000.0,20663.0,0.0,867.38,0.0,,,3734.7,0.0,3191.3999023,0.0,,,577.05,0.0,2449.7099609,0.0,,,,
1996-01-29,4949.2001953,852900.0,,,2217.8000488,0.0,624.22,363330000.0,20589.0,0.0,873.15,0.0,,,3734.6,0.0,3198.1999512,0.0,,,576.23,0.0,2437.6999512,0.0,,,,
1996-01-30,4987.8999023,80500.0,,,2205.3999023,0.0,630.15,464350000.0,20722.0,0.0,875.45,0.0,,,3735.3,0.0,3236.8000488,0.0,,,583.99,0.0,2456.0900879,0.0,,,,
1996-01-31,4968.3999023,11900.0,,,2227.8000488,0.0,636.02,472210000.0,20812.0,0.0,878.82,0.0,,,3759.3,0.0,3248.6999512,0.0,,,591.82,0.0,2463.0,0.0,,,,
1996-02-01,5011.1000977,172800.0,,,2224.3999023,0.0,638.46,461430000.0,20935.0,0.0,885.13,0.0,,,3752.8,0.0,3279.8999023,0.0,,,601.88,0.0,2472.5300293,0.0,,,,
1996-02-02,5032.0,1457700.0,,,2231.3999023,0.0,635.84,420020000.0,20904.0,0.0,881.48,0.0,,,3781.3,0.0,3270.0,0.0,,,601.42,0.0,2459.8100586,0.0,,,,
1996-02-05,5033.2998047,955500.0,,,2210.5,0.0,641.43,377760000.0,20653.0,0.0,890.68,0.0,,,3746.6,0.0,3221.6999512,0.0,,,615.47,0.0,2416.8400879,0.0,,,,
1996-02-06,5049.5,1042400.0,,,2208.8000488,0.0,646.33,465940000.0,20751.0,0.0,881.21,0.0,,,3747.5,0.0,3253.8000488,0.0,,,619.2,0.0,2437.9799805,0.0,,,,
1996-02-07,5026.5,1409000.0,,,2212.1999512,0.0,649.93,462730000.0,20943.0,0.0,883.77,0.0,,,3726.1,0.0,3262.6999512,0.0,,,615.07,0.0,2442.4299316,0.0,,,,
1996-02-08,5040.5,1068900.0,,,2215.6999512,0.0,656.07,474970000.0,21118.0,0.0,889.01,0.0,,,3708.4,0.0,3245.6000977,0.0,,,623.8,0.0,2411.4899902,0.0,,,,
1996-02-09,5037.8999023,912600.0,,,2210.5,0.0,656.37,477640000.0,20934.0,0.0,881.88,0.0,,,3716.3,0.0,3242.6999512,0.0,,,623.01,0.0,2435.0700684,0.0,,,,
1996-02-12,5049.8999023,885000.0,,,2202.0,0.0,661.45,397890000.0,,,865.12,0.0,,,3726.6,0.0,3253.1000977,0.0,,,625.29,0.0,2428.5900879,0.0,,,,
1996-02-13,5045.2998047,940300.0,,,2229.8000488,0.0,660.51,441540000.0,20784.0,0.0,858.18,0.0,,,3747.6,0.0,3260.1000977,0.0,,,618.54,0.0,2436.0900879,0.0,,,,
1996-02-14,5059.7001953,903100.0,,,2240.3999023,0.0,655.58,421790000.0,20943.0,0.0,869.98,0.0,,,3745.0,0.0,3266.1000977,0.0,,,617.59,0.0,2427.7700195,0.0,,,,
1996-02-15,5026.1000977,449500.0,,,2238.1999512,0.0,651.32,415320000.0,20886.0,0.0,869.35,0.0,,,3779.8,0.0,3272.1999512,0.0,,,620.23,0.0,2426.5100098,0.0,,,,
1996-02-16,5044.6000977,929700.0,,,2236.8999023,0.0,647.98,445570000.0,20802.0,0.0,878.03,0.0,,,3770.9,0.0,3280.3000488,0.0,,,619.04,0.0,2423.6000977,0.0,,,,
1996-02-19,5026.3999023,648800.0,,,2204.6999512,0.0,,,20721.0,0.0,,,,,3744.3,0.0,3270.6000977,0.0,,,,,2387.6000977,0.0,,,,
1996-02-20,4963.7998047,985000.0,,,2182.8999023,0.0,640.65,395910000.0,20655.0,0.0,,,,,3714.6,0.0,3243.5,0.0,,,616.83,0.0,2373.0100098,0.0,,,,
1996-02-21,4961.1000977,882700.0,,,2178.8999023,0.0,648.1,431220000.0,20372.0,0.0,883.23,0.0,,,3725.6,0.0,3253.0,0.0,,,627.28,0.0,2401.5900879,0.0,,,,
1996-02-22,4980.8999023,871900.0,,,2195.3999023,0.0,658.86,485470000.0,20340.0,0.0,881.6,0.0,,,3740.0,0.0,3264.3999023,0.0,,,643.41,0.0,2421.9299316,0.0,,,,
1996-02-23,4962.8999023,912400.0,,,2203.3000488,0.0,659.08,443130000.0,20300.0,0.0,876.55,0.0,,,3740.3,0.0,3296.1999512,0.0,,,642.59,0.0,2449.5200195,0.0,,,,
1996-02-26,4957.1000977,543900.0,,,2206.1000977,0.0,650.46,399330000.0,20480.0,0.0,859.05,0.0,,,3704.2,0.0,3298.6000977,0.0,,,637.92,0.0,2438.7299805,0.0,,,,
1996-02-27,4954.2998047,798200.0,,,2199.6000977,0.0,647.24,431340000.0,20000.0,0.0,859.87,0.0,,,3715.9,0.0,3309.8999023,0.0,,,631.1,0.0,2449.0900879,0.0,,,,
1996-02-28,4947.2001953,116900.0,,,2206.5,0.0,644.75,447790000.0,19919.0,0.0,855.21,0.0,,,3738.2,0.0,3360.5,0.0,,,631.44,0.0,2486.9499512,0.0,,,,
1996-02-29,4933.7001953,888900.0,,,2228.1999512,0.0,640.43,453170000.0,20125.0,0.0,852.83,0.0,,,3727.6,0.0,3354.8000488,0.0,,,622.83,0.0,2485.1799316,0.0,,,,
1996-03-01,4956.6000977,866200.0,,,2249.8000488,0.0,644.37,471480000.0,20168.0,0.0,,,,,3752.7,0.0,3385.5,0.0,,,604.76,0.0,2488.8500977,0.0,,,,
1996-03-04,4979.8999023,758100.0,,,2258.3999023,0.0,650.81,417270000.0,20063.0,0.0,855.1,0.0,,,3768.6,0.0,3400.6000977,0.0,,,601.5,0.0,2486.8300781,0.0,,,,
1996-03-05,4995.8999023,821000.0,,,2244.0,0.0,655.79,445700000.0,20303.0,0.0,857.72,0.0,,,3777.1,0.0,3383.3999023,0.0,,,615.88,0.0,2472.5200195,0.0,,,,
1996-03-06,4973.2998047,852300.0,,,2237.0,0.0,652.0,428220000.0,20241.0,0.0,851.06,0.0,,,3758.9,0.0,3408.3000488,0.0,,,607.84,0.0,2471.3798828,0.0,,,,
1996-03-07,4980.7998047,789000.0,,,2203.8000488,0.0,653.65,425790000.0,19957.0,0.0,842.22,0.0,,,3758.2,0.0,3581.8999023,0.0,,,609.55,0.0,2479.3798828,0.0,,,,
1996-03-08,4895.3999023,879400.0,,,2201.1000977,0.0,633.5,546550000.0,20155.0,0.0,849.15,0.0,,,3710.3,0.0,3549.6999512,0.0,,,591.71,0.0,2448.8000488,0.0,,,,
1996-03-11,4933.6000977,661100.0,,,2122.1999512,0.0,640.02,449500000.0,19796.0,0.0,848.26,0.0,,,3674.5,0.0,3506.1999512,0.0,,,605.48,0.0,2419.7199707,0.0,,,,
1996-03-12,4936.2001953,773000.0,,,2163.0,0.0,637.09,454980000.0,19950.0,0.0,844.42,0.0,,,3639.5,0.0,3540.5,0.0,,,599.02,0.0,2415.2900391,0.0,,,,
1996-03-13,4948.7998047,761800.0,,,2143.5,0.0,638.55,413030000.0,19734.0,0.0,838.87,0.0,,,3640.3,0.0,3558.3000488,0.0,,,614.75,0.0,2417.0,0.0,,,,
1996-03-14,4975.3999023,745400.0,,,2145.5,0.0,640.87,492630000.0,19923.0,0.0,844.43,0.0,,,3681.8,0.0,3578.3999023,0.0,,,610.56,0.0,2432.4599609,0.0,,,,
1996-03-15,4953.6000977,752000.0,,,2170.5,0.0,641.43,529970000.0,20190.0,0.0,856.48,0.0,,,3644.8,0.0,3561.1000977,0.0,,,621.71,0.0,2458.0,0.0,,,,
1996-03-18,4960.3999023,707200.0,,,2171.3000488,0.0,652.65,437100000.0,20285.0,0.0,854.46,0.0,,,3669.6,0.0,3583.6000977,0.0,,,633.26,0.0,2472.5500488,0.0,,,,
1996-03-19,4967.2998047,824400.0,,,2192.1000977,0.0,651.69,438300000.0,20442.0,0.0,860.13,0.0,,,3693.0,0.0,3605.1000977,0.0,,,629.39,0.0,2484.7399902,0.0,,,,
1996-03-20,4961.2998047,717200.0,,,2184.8999023,0.0,649.98,409780000.0,,,869.98,0.0,,,3685.4,0.0,3611.1000977,0.0,,,615.26,0.0,2491.7299805,0.0,,,,
1996-03-21,4946.7001953,777900.0,,,2198.3000488,0.0,649.19,367180000.0,20727.0,0.0,868.2,0.0,,,3698.3,0.0,3629.3000488,0.0,,,611.51,0.0,2505.3200684,0.0,,,,
1996-03-22,4952.6000977,774300.0,,,2179.1999512,0.0,650.62,329390000.0,20700.0,0.0,872.04,0.0,,,3707.0,0.0,3647.6999512,0.0,,,612.88,0.0,2479.8400879,0.0,,,,
1996-03-25,4967.2998047,689500.0,,,2189.8999023,0.0,650.04,336700000.0,20915.0,0.0,863.27,0.0,,,3681.9,0.0,3677.0,0.0,,,597.82,0.0,2514.8000488,0.0,,,,
1996-03-26,4985.2001953,865500.0,,,2197.5,0.0,652.97,400090000.0,21014.0,0.0,859.07,0.0,,,3660.9,0.0,3658.1000977,0.0,,,602.08,0.0,2505.7800293,0.0,,,,
1996-03-27,4987.5,943500.0,,,2196.3000488,0.0,648.91,406280000.0,21329.0,0.0,857.21,0.0,,,3672.4,0.0,3671.0,0.0,,,608.06,0.0,2523.8100586,0.0,,,,
1996-03-28,4975.2001953,982900.0,,,2172.1999512,0.0,648.94,370750000.0,21295.0,0.0,856.56,0.0,,,3672.6,0.0,3640.3000488,0.0,,,608.08,0.0,2502.9399414,0.0,,,,
1996-03-29,4970.7998047,84600.0,,,2164.0,0.0,645.5,413510000.0,21406.0,0.0,866.76,0.0,,,3699.7,0.0,3646.5,0.0,,,609.69,0.0,2489.3500977,0.0,,,,
1996-04-01,4994.2998047,824900.0,,,2166.8000488,0.0,653.73,392120000.0,21560.0,0.0,878.47,0.0,,,3718.4,0.0,3654.3000488,0.0,,,612.99,0.0,2500.75,0.0,,,,
1996-04-02,5024.7998047,940300.0,,,2173.6999512,0.0,655.26,406640000.0,21600.0,0.0,884.47,0.0,,,3728.5,0.0,3648.3000488,0.0,,,615.81,0.0,2508.1101074,0.0,,,,
1996-04-03,5021.5,197000.0,,,2169.3000488,0.0,655.88,386620000.0,21464.0,0.0,884.75,0.0,,,3725.1,0.0,3606.6999512,0.0,,,618.57,0.0,2489.5200195,0.0,,,,
1996-04-04,5016.3999023,896800.0,,,2156.8999023,0.0,655.86,383400000.0,21471.0,0.0,881.5,0.0,,,3755.6,0.0,3611.1000977,0.0,,,618.0,0.0,2498.75,0.0,,,,
1996-04-05,,,,,,,,,21695.0,0.0,,,,,,,,,,,,,,,,,,
1996-04-08,5004.0,612800.0,,,,,644.24,411810000.0,21424.0,0.0,877.03,0.0,,,,,,,,,610.61,0.0,,,,,,
1996-04-09,5007.2998047,927500.0,,,2155.0,0.0,642.19,426790000.0,21744.0,0.0,869.82,0.0,,,3758.6,0.0,3594.3999023,0.0,,,611.06,0.0,2510.8100586,0.0,,,,
1996-04-10,5023.6000977,195400.0,,,2160.1000977,0.0,633.5,475150000.0,21791.0,0.0,869.17,0.0,,,3767.4,0.0,3601.5,0.0,,,609.11,0.0,2525.5900879,0.0,,,,
1996-04-11,5027.7001953,130200.0,,,2168.6000977,0.0,631.18,519710000.0,21694.0,0.0,,,,,3744.2,0.0,3566.8999023,0.0,,,604.07,0.0,2508.1201172,0.0,,,,
1996-04-12,5021.8999023,914500.0,,,2181.3000488,0.0,636.71,413270000.0,21660.0,0.0,889.82,0.0,,,3766.8,0.0,3575.5,0.0,,,605.05,0.0,2526.7399902,0.0,,,,
1996-04-15,5059.0,719300.0,,,2198.3000488,0.0,642.49,346370000.0,21883.0,0.0,908.09,0.0,,,3790.5,0.0,3589.6000977,0.0,,,611.08,0.0,2540.7900391,0.0,,,,
1996-04-16,5085.3999023,1341300.0,,,2193.8999023,0.0,645.0,453310000.0,21868.0,0.0,907.73,0.0,,,3825.3,0.0,3607.5,0.0,,,625.94,0.0,2547.3200684,0.0,,,,
1996-04-17,5062.8999023,365600.0,,,2201.8999023,0.0,641.61,465200000.0,21816.0,0.0,922.4,0.0,,,3805.6,0.0,3603.8999023,0.0,,,620.71,0.0,2519.8200684,0.0,,,,
1996-04-18,5068.7001953,1126300.0,,,2191.0,0.0,643.61,415150000.0,21812.0,0.0,936.89,0.0,,,3820.7,0.0,3601.1999512,0.0,,,633.44,0.0,2524.1799316,0.0,,,,
1996-04-19,5069.6000977,107100.0,,,2200.6999512,0.0,645.07,435690000.0,21883.0,0.0,948.37,0.0,,,3857.1,0.0,3628.1000977,0.0,,,633.01,0.0,2535.8601074,0.0,,,,
1996-04-22,5095.5,896800.0,,,2201.6999512,0.0,647.89,395370000.0,22123.0,0.0,950.61,0.0,,,3852.7,0.0,3673.1999512,0.0,,,644.29,0.0,2549.2700195,0.0,,,,
1996-04-23,5116.8999023,960200.0,,,2233.6000977,0.0,651.58,452690000.0,22119.0,0.0,940.55,0.0,,,3833.0,0.0,3647.3000488,0.0,,,654.49,0.0,2549.1201172,0.0,,,,
1996-04-24,5116.2998047,39900.0,,,2249.1000977,0.0,650.17,494220000.0,22282.0,0.0,956.61,0.0,,,3817.6,0.0,3668.3999023,0.0,,,664.01,0.0,2524.8400879,0.0,,,,
1996-04-25,5132.1000977,995600.0,,,,,652.87,462120000.0,22230.0,0.0,964.69,0.0,,,3819.3,0.0,3668.1000977,0.0,,,666.68,0.0,2538.6799316,0.0,,,,
1996-04-26,5147.7998047,986200.0,,,2258.8000488,0.0,653.46,402530000.0,22235.0,0.0,964.57,0.0,,,3832.8,0.0,3696.0,0.0,,,666.65,0.0,2539.8798828,0.0,,,,
1996-04-29,5152.3999023,878200.0,,,2251.8000488,0.0,654.16,344030000.0,,,985.03,0.0,,,3809.2,0.0,3658.1999512,0.0,,,667.0,0.0,2505.9699707,0.0,,,,
1996-04-30,5146.5,50800.0,,,2248.6999512,0.0,654.17,393390000.0,22041.0,0.0,980.9,0.0,,,3817.9,0.0,3651.0,0.0,,,666.73,0.0,2492.6298828,0.0,,,,
1996-05-01,5151.1000977,978500.0,,,2247.1999512,0.0,654.58,404620000.0,21815.0,0.0,,,,,3806.0,0.0,,,,,673.36,0.0,,,,,,
1996-05-02,5117.2001953,102700.0,,,2256.0,0.0,643.38,442960000.0,21662.0,0.0,961.52,0.0,,,3776.4,0.0,3635.8000488,0.0,,,656.73,0.0,2465.4899902,0.0,,,,
