,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^TWII,^TWII,^TWII,^TWII,^TWII,^TWII,^AXJO,^AXJO,^AXJO,^AXJO,^AXJO,^AXJO,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^N225,^N225,^N225,^N225,^N225,^N225,^KS11,^KS11,^KS11,^KS11,^KS11,^KS11,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^SSMI,^SSMI,^SSMI,^SSMI,^SSMI,^SSMI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,MSCI_China,MSCI_China
,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-16,3772.0,3773.8000488,3760.6999512,3760.6999512,250100.0,3761.8833,,,,,,,,,,,,,338.07,341.91,338.07,341.91,222520000.0,340.63,32659.0,32918.0,32472.0,32616.0,0.0,32666.25,839.7,846.67,839.62,842.27,0.0,842.065,,,,,,,2239.6,2264.2,2238.8,2263.9,0.0,2251.625,,,,,,,,,,,,,214.08,218.8,214.08,217.96,0.0,216.23,1881.9799805,1881.9799805,1881.9799805,1881.9799805,0.0,0.0,,,,,,,,
1990-03-19,3749.1999512,3772.1000977,3749.1999512,3772.1000977,211000.0,3761.27368,,,,,,,,,,,,,341.91,343.76,339.12,343.53,142300000.0,342.14,32609.0,32721.0,31198.0,31263.0,0.0,31947.75,838.62,842.12,837.99,839.42,0.0,839.5375,,,,,,,2260.8,2261.1,2235.9,2238.0,0.0,2248.95,,,,,,,,,,,,,217.96,220.13,215.96,219.87,0.0,218.48,1924.5600586,1924.5600586,1924.5600586,1924.5600586,0.0,0.0,,,,,,,,
1990-03-20,3767.3000488,3774.1999512,3739.1000977,3744.6000977,249600.0,3749.46362,,,,,,,,,,,,,343.53,344.49,340.87,341.57,177320000.0,342.31,31242.0,31551.0,30570.0,30807.0,0.0,31042.5,843.93,849.98,843.09,849.98,0.0,846.745,,,,,,,2244.8,2259.7,2244.8,2259.7,0.0,2252.25,,,,,,,,,,,,,219.87,220.1,216.25,216.93,0.0,218.2875,1903.3000488,1903.3000488,1903.3000488,1903.3000488,0.0,0.0,,,,,,,,
1990-03-21,3741.5,3747.6000977,3735.8000488,3735.8000488,224400.0,3736.57104,,,,,,,,,,,,,341.57,342.34,339.56,339.74,130990000.0,340.55,31241.0,31551.0,30570.0,30807.0,0.0,31042.25,853.48,855.15,849.01,849.91,0.0,851.8875,,,,,,,2239.4,2250.3,2230.1,2250.3,0.0,2242.525,,,,,,,,,,,,,216.93,217.82,215.7,215.85,0.0,216.575,1930.6700439,1930.6700439,1930.6700439,1930.6700439,0.0,0.0,,,,,,,,
1990-03-22,3726.5,3732.1000977,3697.5,3704.8999023,259600.0,3708.36377,,,,,,,,,,,,,339.74,339.77,333.62,335.69,175930000.0,336.36,30776.0,30776.0,28830.0,29843.0,0.0,30056.25,850.09,850.85,844.86,845.96,0.0,847.94,,,,,,,2241.0,2267.8,2240.7,2258.9,0.0,2252.1,,,,,,,,,,,,,215.85,216.26,211.23,212.54,0.0,213.97,1931.75,1931.75,1931.75,1931.75,0.0,0.0,,,,,,,,
1990-03-23,3711.3000488,3716.1000977,3696.3999023,3701.3999023,196600.0,3701.50008,,,,,,,,,,,,,335.69,337.58,335.69,337.22,132070000.0,336.83,29851.0,30372.0,29597.0,30372.0,0.0,30048.0,845.31,846.2,841.62,841.79,0.0,843.73,,,,,,,2264.1,2283.9,2264.1,2283.9,0.0,2274.0,,,,,,,,,,,,,212.54,215.38,212.54,214.49,0.0,213.7375,1921.6400146,1921.6400146,1921.6400146,1921.6400146,0.0,0.0,,,,,,,,
1990-03-26,3681.3999023,3685.1999512,3666.6000977,3667.5,229900.0,3669.99544,,,,,,,,,,,,,337.22,339.74,337.22,337.63,116110000.0,338.2,30378.0,31840.0,30378.0,31840.0,0.0,31109.0,836.88,837.33,832.52,834.54,0.0,835.3175,,,,,,,2286.4,2306.9,2286.3,2298.2,0.0,2294.45,,,,,,,,,,,,,214.49,217.27,214.49,216.43,0.0,215.67,1934.7800293,1934.7800293,1934.7800293,1934.7800293,0.0,0.0,,,,,,,,
1990-03-27,3667.0,3678.6999512,3662.1999512,3678.5,201500.0,3670.01953,,,,,,,,,,,,,337.63,341.5,337.03,341.5,131610000.0,340.01,31834.0,32164.0,31368.0,31826.0,0.0,31798.0,834.86,835.82,827.92,827.92,0.0,831.63,,,,,,,2294.1,2295.6,2265.8,2266.2,0.0,2280.425,,,,,,,,,,,,,216.43,217.95,214.97,217.47,0.0,216.705,1926.9200439,1926.9200439,1926.9200439,1926.9200439,0.0,0.0,,,,,,,,
1990-03-28,3675.1999512,3687.0,3674.8000488,3677.3000488,208600.0,3676.58724,,,,,,,,,,,,,341.5,342.58,340.6,342.0,142300000.0,341.73,31800.0,31800.0,31107.0,31264.0,0.0,31492.75,826.38,826.38,818.9,819.04,0.0,822.675,,,,,,,2271.6,2280.4,2270.8,2275.0,0.0,2274.45,,,,,,,,,,,,,217.47,217.47,213.22,214.23,0.0,215.5975,1918.3000488,1918.3000488,1918.3000488,1918.3000488,0.0,0.0,,,,,,,,
1990-03-29,3677.3000488,3686.8999023,3665.0,3665.8999023,191700.0,3669.49674,,,,,,,,,,,,,342.0,342.07,339.77,340.79,132190000.0,340.88,31238.0,31438.0,30877.0,31026.0,0.0,31144.75,817.9,826.91,817.9,824.59,0.0,821.825,,,,,,,2273.1,2276.3,2259.9,2263.0,0.0,2268.075,,,,,,,,,,,,,214.23,214.61,212.37,213.11,0.0,213.58,1955.8800049,1955.8800049,1955.8800049,1955.8800049,0.0,0.0,,,,,,,,
1990-03-30,3652.1999512,3652.1999512,3633.8999023,3639.5,277200.0,3638.78573,,,,,,,,,,,,,340.79,341.41,338.21,339.94,139340000.0,339.85,31002.0,31002.0,29828.0,29980.0,0.0,30453.0,826.12,845.98,826.12,845.98,0.0,836.05,,,,,,,2253.5,2271.0,2245.5,2247.9,0.0,2254.475,,,,,,,,,,,,,213.11,214.26,211.71,213.15,0.0,213.0575,1966.75,1966.75,1966.75,1966.75,0.0,0.0,,,,,,,,
1990-04-02,3599.3999023,3612.6000977,3599.3999023,3612.1999512,182700.0,3605.00895,,,,,,,,,,,,,339.94,339.94,336.33,338.7,124360000.0,338.32,29980.0,29980.0,28002.0,28002.0,0.0,28991.0,839.38,844.94,838.29,838.29,0.0,840.225,,,,,,,2224.3,2224.5,2211.6,2221.6,0.0,2220.5,,,,,,,,,,,,,213.15,213.15,209.9,212.67,0.0,212.2175,1935.2600098,1935.2600098,1935.2600098,1935.2600098,0.0,0.0,,,,,,,,
1990-04-03,3626.3999023,3649.8999023,3626.3999023,3648.1000977,200200.0,3638.3785,,,,,,,,,,,,,338.7,343.76,338.7,343.64,154310000.0,342.03,28005.0,28791.0,27678.0,28760.0,0.0,28308.5,838.41,839.36,831.06,836.63,0.0,836.365,,,,,,,2232.4,2241.7,2218.0,2240.7,0.0,2233.2,,,,,,,,,,,,,212.67,216.81,212.67,216.81,0.0,214.74,1965.9100342,1965.9100342,1965.9100342,1965.9100342,0.0,0.0,,,,,,,,
1990-04-04,3649.5,3654.8000488,3634.1000977,3635.0,287100.0,3638.22306,,,,,,,,,,,,,343.64,344.12,340.4,341.09,159530000.0,341.87,28789.0,29143.0,28090.0,28443.0,0.0,28616.25,837.27,837.82,825.34,828.98,0.0,832.3525,,,,,,,2246.8,2247.5,2229.2,2231.6,0.0,2238.775,,,,,,,,,,,,,216.81,217.73,214.58,215.48,0.0,216.15,1960.8900146,1960.8900146,1960.8900146,1960.8900146,0.0,0.0,,,,,,,,
1990-04-05,3639.0,3643.8000488,3630.3999023,3630.6000977,199000.0,3631.86011,,,,,,,,,,,,,341.09,342.85,340.63,340.73,144170000.0,341.4,28423.0,28423.0,27251.0,28249.0,0.0,28086.5,,,,,,,,,,,,,2227.2,2239.5,2222.0,2239.5,0.0,2232.05,,,,,,,,,,,,,215.48,216.05,213.87,214.06,0.0,214.865,1952.8000488,1952.8000488,1952.8000488,1952.8000488,0.0,0.0,,,,,,,,
1990-04-06,3630.3999023,3637.1999512,3620.6000977,3632.3000488,184300.0,3626.95858,,,,,,,,,,,,,340.73,341.73,338.94,340.08,137490000.0,340.25,28274.0,29279.0,28274.0,29279.0,0.0,28776.5,826.59,831.76,819.29,831.73,0.0,827.3425,,,,,,,2243.0,2243.2,2221.0,2221.1,0.0,2232.075,,,,,,,,,,,,,214.06,214.7,212.01,212.48,0.0,213.3125,1959.0799561,1959.0799561,1959.0799561,1959.0799561,0.0,0.0,,,,,,,,
1990-04-09,3622.1999512,3622.1999512,3612.6000977,3613.6000977,155800.0,3613.07454,,,,,,,,,,,,,340.08,341.83,339.88,341.37,114970000.0,341.03,29298.0,30524.0,29298.0,30398.0,0.0,29879.5,819.13,823.43,816.21,816.78,0.0,818.8875,,,,,,,2222.1,2227.9,2218.8,2227.7,0.0,2224.125,,,,,,,,,,,,,212.48,213.15,211.27,212.12,0.0,212.255,1919.7800293,1919.7800293,1919.7800293,1919.7800293,0.0,0.0,,,,,,,,
1990-04-10,3604.3000488,3604.3000488,3590.0,3594.8999023,191600.0,3593.35693,,,,,,,,,,,,,341.37,342.41,340.62,342.07,136020000.0,341.7,30383.0,30383.0,29625.0,29625.0,0.0,30004.0,815.94,816.03,809.52,810.76,0.0,813.0625,,,,,,,2221.0,2221.0,2207.3,2217.5,0.0,2216.7,,,,,,,,,,,,,212.12,214.04,211.95,213.23,0.0,212.835,1913.1400146,1913.1400146,1913.1400146,1913.1400146,0.0,0.0,,,,,,,,
1990-04-11,3587.6000977,3589.3000488,3565.8000488,3565.8000488,208000.0,3570.61491,,,,,,,,,,,,,342.07,343.0,341.26,341.92,141080000.0,342.06,29654.0,30003.0,29340.0,29440.0,0.0,29609.25,809.45,815.85,809.11,813.66,0.0,812.0175,,,,,,,2217.9,2219.9,2211.9,2215.5,0.0,2216.3,,,,,,,,,,,,,213.23,215.6,213.23,214.52,0.0,214.145,1890.9000244,1890.9000244,1890.9000244,1890.9000244,0.0,0.0,,,,,,,,
1990-04-12,3566.5,3570.6999512,3560.3000488,3561.1000977,157200.0,3561.01888,,,,,,,,,,,,,341.92,344.79,341.91,344.34,142470000.0,343.68,29457.0,29688.0,29128.0,29623.0,0.0,29474.0,812.44,812.83,804.16,806.86,0.0,809.0725,,,,,,,2215.3,2222.2,2209.5,2222.1,0.0,2217.275,,,,,,,,,,,,,214.52,217.19,214.52,216.04,0.0,215.5675,1909.8699951,1909.8699951,1909.8699951,1909.8699951,0.0,0.0,,,,,,,,
1990-04-13,,,,,,,,,,,,,,,,,,,,,,,,,29586.0,29586.0,28954.0,29214.0,0.0,29335.0,805.36,807.57,799.73,803.15,0.0,803.9525,,,,,,,2222.100098,2222.100098,2222.100098,2222.100098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-04-16,3568.3000488,3568.3000488,3549.3000488,3549.3000488,132200.0,3552.62899,,,,,,,,,,,,,344.34,347.3,344.1,344.74,142810000.0,345.38,29153.0,29153.0,28396.0,28463.0,0.0,28791.25,788.41,788.47,777.0,777.0,0.0,782.72,,,,,,,2222.100098,2222.100098,2222.100098,2222.100098,0.0,0.0,,,,,,,,,,,,,216.04,218.25,216.04,216.93,0.0,216.815,,,,,,,,,,,,,,
1990-04-17,3531.1000977,3531.1000977,3505.8000488,3513.3000488,197800.0,3513.75944,,,,,,,,,,,,,344.74,345.19,342.06,344.68,127990000.0,343.98,28407.0,28861.0,28336.0,28462.0,0.0,28516.5,771.83,796.6,771.56,796.56,0.0,784.1375,,,,,,,2225.4,2225.7,2213.8,2214.5,0.0,2219.85,,,,,,,,,,,,,216.88,216.88,214.4,216.5,0.0,216.165,1916.2299805,1916.2299805,1916.2299805,1916.2299805,0.0,0.0,,,,,,,,
1990-04-18,3508.8999023,3508.8999023,3475.1999512,3476.3999023,276100.0,3483.89054,,,,,,,,,,,,,344.68,345.33,340.11,340.72,147130000.0,342.05,28427.0,29250.0,28427.0,29249.0,0.0,28838.25,796.45,803.93,781.53,781.53,0.0,790.86,,,,,,,2216.1,2223.9,2205.7,2205.9,0.0,2212.9,,,,,,,,,,,,,216.5,217.1,212.8,213.15,0.0,214.8875,1896.9100342,1896.9100342,1896.9100342,1896.9100342,0.0,0.0,,,,,,,,
1990-04-19,3458.8000488,3458.8000488,3408.3999023,3410.6000977,298700.0,3423.04631,,,,,,,,,,,,,340.72,340.72,337.59,338.09,152930000.0,338.8,29296.0,30034.0,29296.0,29945.0,0.0,29642.75,783.61,787.1,768.14,768.31,0.0,776.79,,,,,,,2192.8,2194.9,2180.5,2184.7,0.0,2188.225,,,,,,,,,,,,,213.15,213.15,210.71,210.87,0.0,211.97,1873.7900391,1873.7900391,1873.7900391,1873.7900391,0.0,0.0,,,,,,,,
1990-04-20,3413.8000488,3413.8000488,3338.8999023,3355.6000977,300600.0,3366.59285,,,,,,,,,,,,,338.09,338.52,333.41,335.12,174260000.0,335.68,29968.0,30200.0,29625.0,29835.0,0.0,29907.0,773.98,777.37,765.54,767.45,0.0,771.085,,,,,,,2185.7,2191.1,2184.8,2187.1,0.0,2187.175,,,,,,,,,,,,,210.87,212.07,207.93,208.62,0.0,209.8725,1890.6199951,1890.6199951,1890.6199951,1890.6199951,0.0,0.0,,,,,,,,
1990-04-23,3347.3000488,3348.3000488,3331.3999023,3344.1000977,226700.0,3338.43595,,,,,,,,,,,,,335.12,335.12,330.09,331.05,136150000.0,332.09,29834.0,29953.0,29521.0,29679.0,0.0,29746.75,780.04,780.06,769.8,774.4,0.0,776.075,,,,,,,2184.6,2185.1,2159.1,2159.2,0.0,2172.0,,,,,,,,,,,,,208.58,208.58,203.76,205.63,0.0,206.6375,1851.3499756,1851.3499756,1851.3499756,1851.3499756,0.0,0.0,,,,,,,,
1990-04-24,3359.6999512,3361.8999023,3341.0,3341.0,209900.0,3345.13851,,,,,,,,,,,,,331.05,332.97,329.71,330.36,137360000.0,331.01,29630.0,29630.0,29285.0,29501.0,0.0,29511.5,774.0,775.97,768.14,768.47,0.0,771.645,,,,,,,2156.7,2168.7,2150.4,2159.9,0.0,2158.925,,,,,,,,,,,,,205.63,207.85,204.23,204.76,0.0,205.6175,1841.2099609,1841.2099609,1841.2099609,1841.2099609,0.0,0.0,,,,,,,,
1990-04-25,3342.5,3344.3000488,3329.1000977,3343.1999512,188500.0,3336.0367,,,,,,,,,,,,,330.36,332.74,330.36,332.03,133480000.0,331.71,29507.0,29711.0,29433.0,29564.0,0.0,29553.75,767.09,767.09,755.06,755.07,0.0,761.0775,,,,,,,2157.4,2167.6,2142.9,2143.1,0.0,2152.75,,,,,,,,,,,,,204.76,205.93,204.46,205.58,0.0,205.1825,1845.9399414,1845.9399414,1845.9399414,1845.9399414,0.0,0.0,,,,,,,,
1990-04-26,3356.8999023,3369.5,3346.8999023,3369.5,177600.0,3359.11434,,,,,,,,,,,,,332.03,333.76,330.67,332.92,141330000.0,332.45,29574.0,29680.0,29425.0,29425.0,0.0,29526.0,750.18,750.18,726.11,726.11,0.0,738.145,,,,,,,2143.5,2145.8,2132.5,2133.6,0.0,2138.85,,,,,,,,,,,,,205.58,207.1,204.74,205.79,0.0,205.8025,1830.9200439,1830.9200439,1830.9200439,1830.9200439,0.0,0.0,,,,,,,,
1990-04-27,3372.6000977,3372.6000977,3336.1000977,3336.1000977,144100.0,3345.44271,,,,,,,,,,,,,332.92,333.57,328.71,329.11,130630000.0,330.46,29437.0,29637.0,29437.0,29585.0,0.0,29524.0,728.86,748.86,719.94,748.86,0.0,736.63,,,,,,,2137.3,2140.2,2105.0,2106.6,0.0,2122.275,,,,,,,,,,,,,205.79,206.52,203.01,203.67,0.0,204.7475,1817.8000488,1817.8000488,1817.8000488,1817.8000488,0.0,0.0,,,,,,,,
1990-04-30,3329.6000977,3340.8999023,3323.3000488,3340.8999023,200900.0,3332.20532,,,,,,,,,,,,,329.11,331.31,327.76,330.8,122750000.0,329.96,,,,,,,702.69,702.69,688.66,688.66,0.0,695.675,,,,,,,2109.8,2109.8,2085.8,2103.4,0.0,2102.2,,,,,,,,,,,,,203.67,206.05,202.97,205.82,0.0,204.6275,1812.9100342,1812.9100342,1812.9100342,1812.9100342,0.0,0.0,,,,,,,,
1990-05-01,3349.1000977,3349.1000977,3334.1000977,3334.1000977,163100.0,3336.27783,,,,,,,,,,,,,330.8,332.83,330.8,332.25,149020000.0,331.96,29594.0,29691.0,29519.0,29690.0,0.0,29623.5,701.9,718.46,701.9,718.45,0.0,710.1775,,,,,,,2111.8,2126.0,2111.4,2117.9,0.0,2116.775,,,,,,,,,,,,,205.82,207.59,205.82,207.04,0.0,206.5675,,,,,,,,,,,,,,
1990-05-02,3338.5,3340.3000488,3324.6000977,3340.3000488,213100.0,3332.23918,,,,,,,,,,,,,332.25,334.48,332.15,334.48,141610000.0,333.7,29736.0,30174.0,29736.0,30174.0,0.0,29955.0,,,,,,,,,,,,,2121.7,2145.1,2121.7,2137.6,0.0,2131.525,,,,,,,,,,,,,207.04,208.68,207.04,208.5,0.0,207.815,1835.8100586,1835.8100586,1835.8100586,1835.8100586,0.0,0.0,,,,,,,,
1990-05-03,3346.6000977,3355.5,3345.1999512,3346.6999512,190600.0,3346.30037,,,,,,,,,,,,,334.48,337.02,334.47,335.57,145560000.0,335.69,29736.0,30173.0,29736.0,30173.0,0.0,29954.5,743.39,750.82,743.39,750.82,0.0,747.105,,,,,,,2141.6,2145.2,2130.2,2134.9,0.0,2137.975,,,,,,,,,,,,,208.58,211.26,208.58,210.09,0.0,209.6275,1874.8499756,1874.8499756,1874.8499756,1874.8499756,0.0,0.0,,,,,,,,
1990-05-04,3362.5,3367.8000488,3350.8999023,3367.8000488,245200.0,3359.31592,,,,,,,,,,,,,335.58,338.46,335.17,338.39,140550000.0,337.34,,,,,,,774.44,782.42,774.44,782.33,0.0,778.4075,,,,,,,2146.4,2168.0,2146.4,2164.1,0.0,2156.225,,,,,,,,,,,,,210.09,212.73,209.9,212.71,0.0,211.3575,1904.8499756,1904.8499756,1904.8499756,1904.8499756,0.0,0.0,,,,,,,,
1990-05-07,3379.6000977,3423.3999023,3379.6000977,3421.5,215100.0,3405.27043,,,,,,,,,,,,,338.39,341.07,338.11,340.53,132760000.0,339.9,30212.0,30957.0,30212.0,30956.0,0.0,30584.25,794.86,806.42,791.56,791.56,0.0,796.1,,,,,,,2162.199951,2162.199951,2162.199951,2162.199951,0.0,0.0,,,,,,,,,,,,,212.71,216.05,212.71,215.03,0.0,214.125,1920.8800049,1920.8800049,1920.8800049,1920.8800049,0.0,0.0,,,,,,,,
1990-05-08,3434.1000977,3438.1999512,3425.8000488,3438.0,192400.0,3431.08976,,,,,,,,,,,,,340.53,342.03,340.17,342.01,144230000.0,341.4,30950.0,31040.0,30730.0,30971.0,0.0,30922.75,791.49,804.86,791.49,796.54,0.0,796.095,,,,,,,2181.7,2192.3,2180.5,2182.0,0.0,2184.125,,,,,,,,,,,,,215.03,215.63,214.18,215.17,0.0,215.0025,1910.1800537,1910.1800537,1910.1800537,1910.1800537,0.0,0.0,,,,,,,,
1990-05-09,3430.1999512,3464.0,3430.1999512,3464.0,260900.0,3449.80111,,,,,,,,,,,,,342.01,343.08,340.9,342.86,152220000.0,342.28,30980.0,31111.0,30835.0,30946.0,0.0,30968.0,800.63,800.63,791.04,793.36,0.0,796.415,,,,,,,2179.4,2179.7,2160.6,2162.7,0.0,2170.6,,,,,,,,,,,,,215.17,215.65,214.12,215.43,0.0,215.0925,1903.6099854,1903.6099854,1903.6099854,1903.6099854,0.0,0.0,,,,,,,,
1990-05-10,3476.1999512,3489.6000977,3472.1999512,3486.5,294700.0,3479.81543,,,,,,,,,,,,,342.87,344.98,342.77,343.82,158460000.0,343.86,30957.0,31261.0,30957.0,30980.0,0.0,31038.75,787.5,787.5,769.54,771.76,0.0,779.075,,,,,,,2162.9,2169.2,2157.0,2157.0,0.0,2161.525,,,,,,,,,,,,,215.43,217.07,214.87,216.81,0.0,216.045,1884.9000244,1884.9000244,1884.9000244,1884.9000244,0.0,0.0,,,,,,,,
1990-05-11,3513.3999023,3536.3000488,3513.3999023,3535.0,269200.0,3525.24097,,,,,,,,,,,,,343.82,352.31,343.82,352.0,234040000.0,349.38,31013.0,31513.0,31013.0,31512.0,0.0,31262.75,766.62,775.46,752.92,762.27,0.0,764.3175,,,,,,,2155.7,2182.3,2155.7,2175.9,0.0,2167.4,,,,,,,,,,,,,216.81,221.1,216.62,220.89,0.0,218.855,1884.7600098,1884.7600098,1884.7600098,1884.7600098,0.0,0.0,,,,,,,,
1990-05-14,3543.0,3557.6000977,3526.5,3526.5,239500.0,3533.88151,,,,,,,,,,,,,352.0,358.41,351.95,354.75,225410000.0,355.04,31542.0,32071.0,31542.0,32043.0,0.0,31799.5,741.17,742.29,733.49,734.42,0.0,737.8425,,,,,,,2203.9,2214.5,2202.0,2214.5,0.0,2208.725,,,,,,,,,,,,,220.92,225.68,220.92,223.86,0.0,222.845,1857.9799805,1857.9799805,1857.9799805,1857.9799805,0.0,0.0,,,,,,,,
1990-05-15,3505.3999023,3508.0,3500.3000488,3505.3000488,197400.0,3501.56616,,,,,,,,,,,,,354.75,355.09,352.84,354.28,165730000.0,354.07,32046.0,32323.0,31889.0,31997.0,0.0,32063.75,726.98,726.98,710.06,724.76,0.0,722.195,,,,,,,2213.9,2216.1,2204.1,2212.2,0.0,2211.575,,,,,,,,,,,,,223.86,224.79,222.29,224.49,0.0,223.8575,1843.7700195,1843.7700195,1843.7700195,1843.7700195,0.0,0.0,,,,,,,,
1990-05-16,3502.8000488,3504.0,3479.1999512,3486.8000488,202200.0,3487.0485,,,,,,,,,,,,,354.27,354.68,351.95,354.0,159810000.0,353.54,31983.0,32083.0,31906.0,31968.0,0.0,31985.0,728.66,756.87,728.66,756.87,0.0,742.765,,,,,,,2213.2,2237.1,2213.2,2221.1,0.0,2221.15,,,,,,,,,,,,,224.49,225.21,222.51,225.13,0.0,224.335,1850.2600098,1850.2600098,1850.2600098,1850.2600098,0.0,0.0,,,,,,,,
1990-05-17,3494.6999512,3510.0,3492.6000977,3509.3999023,220100.0,3501.0293,,,,,,,,,,,,,354.0,356.92,354.0,354.47,164770000.0,355.13,31970.0,32179.0,31882.0,32062.0,0.0,32023.25,776.74,784.35,766.07,773.43,0.0,775.1475,,,,,,,2227.7,2284.4,2227.7,2284.4,0.0,2256.05,,,,,,,,,,,,,225.13,227.3,225.13,226.64,0.0,226.05,1831.5899658,1831.5899658,1831.5899658,1831.5899658,0.0,0.0,,,,,,,,
1990-05-18,3506.3999023,3521.3000488,3497.0,3521.3000488,228000.0,3510.21932,,,,,,,,,,,,,354.47,354.64,352.52,354.64,162520000.0,353.93,32093.0,32203.0,31870.0,32014.0,0.0,32045.0,766.68,774.94,762.91,766.15,0.0,767.67,,,,,,,2290.2,2321.4,2268.5,2269.1,0.0,2287.3,,,,,,,,,,,,,226.64,228.98,225.85,228.51,0.0,227.495,1856.4499512,1856.4499512,1856.4499512,1856.4499512,0.0,0.0,,,,,,,,
1990-05-21,3521.300049,3521.300049,3521.300049,3521.300049,0.0,0.0,,,,,,,,,,,,,354.64,359.07,353.78,358.0,166280000.0,356.95,31987.0,31987.0,31605.0,31765.0,0.0,31836.0,765.77,770.29,765.77,770.28,0.0,768.0275,,,,,,,2263.6,2282.1,2261.3,2282.1,0.0,2272.275,,,,,,,,,,,,,228.51,232.41,228.51,232.21,0.0,230.41,1817.7099609,1817.7099609,1817.7099609,1817.7099609,0.0,0.0,,,,,,,,
1990-05-22,3547.8000488,3551.3000488,3529.1999512,3540.5,263900.0,3537.33634,,,,,,,,,,,,,358.0,360.5,356.09,358.43,203350000.0,358.34,31721.0,31938.0,31600.0,31938.0,0.0,31799.25,773.78,789.32,773.78,785.93,0.0,780.7025,,,,,,,2303.5,2332.7,2293.3,2311.3,0.0,2310.2,,,,,,,,,,,,,232.21,234.73,230.95,232.85,0.0,232.685,1803.25,1803.25,1803.25,1803.25,0.0,0.0,,,,,,,,
1990-05-23,3510.1000977,3519.6999512,3508.3999023,3519.3999023,231400.0,3512.85417,,,,,,,,,,,,,358.43,359.29,356.99,359.29,172330000.0,358.52,31990.0,32317.0,31990.0,32177.0,0.0,32118.5,786.01,792.19,784.14,787.91,0.0,787.5625,,,,,,,2303.9,2335.1,2287.3,2287.4,0.0,2303.425,,,,,,,,,,,,,232.85,236.12,232.1,236.06,0.0,234.2825,1833.6600342,1833.6600342,1833.6600342,1833.6600342,0.0,0.0,,,,,,,,
1990-05-24,3518.5,3519.6999512,3507.1999512,3510.6000977,197500.0,3509.52832,,,,,,,,,,,,,359.29,359.56,357.87,358.41,155140000.0,358.61,32184.0,32329.0,32070.0,32312.0,0.0,32223.75,785.85,785.85,781.14,785.79,0.0,784.6575,,,,,,,2287.9,2295.4,2269.3,2277.1,0.0,2282.425,,,,,,,,,,,,,236.06,237.82,235.81,237.04,0.0,236.6825,,,,,,,,,,,,,,
1990-05-25,3500.8000488,3503.6000977,3493.3000488,3494.6999512,152600.0,3494.24186,,,,,,,,,,,,,358.41,358.41,354.32,354.58,120250000.0,355.77,32340.0,32839.0,32340.0,32794.0,0.0,32578.25,785.08,792.43,785.08,790.73,0.0,788.33,,,,,,,2275.9,2276.3,2258.4,2265.6,0.0,2269.05,,,,,,,,,,,,,236.99,236.99,232.01,232.2,0.0,234.5475,1826.9899902,1826.9899902,1826.9899902,1826.9899902,0.0,0.0,,,,,,,,
1990-05-28,3494.0,3500.0,3491.0,3497.0,102800.0,3493.03988,,,,,,,,,,,,,,,,,,,32839.0,33224.0,32839.0,33192.0,0.0,33023.5,780.01,781.77,776.59,778.23,0.0,779.15,,,,,,,2265.600098,2265.600098,2265.600098,2265.600098,0.0,0.0,,,,,,,,,,,,,,,,,,,1823.2199707,1823.2199707,1823.2199707,1823.2199707,0.0,0.0,,,,,,,,
1990-05-29,3498.3999023,3524.1999512,3495.8999023,3524.1999512,191500.0,3511.78345,,,,,,,,,,,,,354.58,360.65,354.55,360.65,137410000.0,358.62,33191.0,33204.0,32777.0,32818.0,0.0,32997.5,778.1,784.47,778.1,783.87,0.0,781.135,,,,,,,2259.1,2295.6,2258.7,2295.6,0.0,2277.25,,,,,,,,,,,,,232.2,235.99,232.02,235.84,0.0,234.0125,1851.9499512,1851.9499512,1851.9499512,1851.9499512,0.0,0.0,,,,,,,,
