date,CADUSD,TWDUSD,AUDUSD,JPYUSD,KRWUSD,EURUSD,GBPUSD,CHFUSD,INRUSD
1990-01-02,0.8619,,0.7844,0.006839,,1.1402,1.6125,0.6324,
1990-01-03,0.8619,,0.7818,0.006865,,1.135,1.6095,0.6331,
1990-01-04,0.8611,,0.7889,0.006978,,1.1672,1.629,0.6505,
1990-01-05,0.8615,,0.785,0.006954,,1.1606,1.637,0.6472,
1990-01-08,0.862,,0.785,0.006937,,1.1735,1.653,0.656,
1990-01-09,0.8617,,0.7867,0.006884,,1.1672,1.652,0.6591,
1990-01-10,0.8635,,0.789,0.006887,,1.1645,1.664,0.6596,
1990-01-11,0.8651,,0.792,0.006879,,1.1641,1.6575,0.664,
1990-01-12,0.8641,,0.7931,0.006877,,1.162,1.664,0.6673,
1990-01-15,0.8589,,0.7925,0.006875,,1.1528,1.6635,0.6597,
1990-01-16,0.8593,,0.79,0.006872,,1.1532,1.6575,0.6625,
1990-01-17,0.858,,0.7933,0.006872,,1.1586,1.652,0.6635,
1990-01-18,0.8534,,0.7953,0.006832,,1.1416,1.644,0.6562,
1990-01-19,0.8449,,0.7937,0.006861,,1.143,1.6465,0.6568,
1990-01-22,0.8478,,0.7962,0.006828,,1.134,1.6372,0.6512,
1990-01-23,0.848,,0.7695,0.006846,,1.1514,1.65,0.6635,
1990-01-24,0.8437,,0.7641,0.006879,,1.1551,1.652,0.6688,
1990-01-25,0.8415,,0.7605,0.00693,,1.1596,1.6575,0.6734,
1990-01-26,0.8363,,0.762,0.006973,,1.1592,1.6635,0.6707,
1990-01-29,0.8415,,0.7627,0.006983,,1.1647,1.6805,0.6747,
1990-01-30,0.8419,,0.7652,0.006939,,1.1518,1.682,0.6671,
1990-01-31,0.8423,,0.7698,0.006918,,1.161,1.6805,0.6653,
1990-02-01,0.8429,,0.7716,0.006903,,1.1668,1.6835,0.6695,
1990-02-02,0.8408,,0.7743,0.006875,,1.1623,1.6835,0.6704,
1990-02-05,0.8421,,0.7678,0.006908,,1.1774,1.7005,0.6789,
1990-02-06,0.8421,,0.7669,0.006882,,1.1788,1.7015,0.6778,
1990-02-07,0.8377,,0.7557,0.006865,,1.1774,1.695,0.6718,
1990-02-08,0.8361,,0.7543,0.006877,,1.1721,1.692,0.6716,
1990-02-09,0.8319,,0.7502,0.006909,,1.1721,1.692,0.6704,
1990-02-12,0.8328,,0.7539,0.006927,,1.168,1.693,0.6667,
1990-02-13,0.8324,,0.749,0.006923,,1.1676,1.6883,0.6682,
1990-02-14,0.8276,,0.7434,0.006927,,1.1676,1.6955,0.668,
1990-02-15,0.8309,,0.751,0.006911,,1.1551,1.6865,0.6629,
1990-02-16,0.8327,,0.7575,0.006942,,1.1651,1.697,0.6709,
1990-02-19,0.8337,,0.757,0.00692,,1.1676,1.7033,0.6727,
1990-02-20,0.8337,,0.7593,0.00689,,1.1717,1.711,0.6764,
1990-02-21,0.8346,,0.7675,0.006874,,1.1708,1.7133,0.6756,
1990-02-22,0.8369,,0.7627,0.006821,,1.168,1.7105,0.6781,
1990-02-23,0.8344,,0.7659,0.006805,,1.1659,1.71,0.6783,
1990-02-26,0.8357,,0.7651,0.006722,,1.1541,1.6876,0.6734,
1990-02-27,0.8374,,0.7584,0.006727,,1.1586,1.6905,0.6729,
1990-02-28,0.8395,,0.76,0.006712,,1.1479,1.6815,0.6665,
1990-03-01,0.8398,,0.7644,0.006673,,1.1373,1.6625,0.6626,
1990-03-02,0.8386,,0.7591,0.006655,,1.1402,1.649,0.6615,
1990-03-05,0.841,,0.7593,0.006713,,1.1534,1.6445,0.668,
1990-03-06,0.843,,0.7618,0.006674,,1.1481,1.647,0.6668,
1990-03-07,0.8457,,0.76,0.006631,,1.1491,1.6435,0.6675,
1990-03-08,0.847,,0.7615,0.006621,,1.1508,1.6423,0.663,
1990-03-09,0.8473,,0.7605,0.006611,,1.1487,1.6155,0.6621,
1990-03-12,0.8488,,0.7576,0.006557,,1.1414,1.61,0.6545,
1990-03-13,0.8507,,0.7638,0.00657,,1.1426,1.6103,0.6567,
1990-03-14,0.8524,,0.7642,0.006572,,1.143,1.6095,0.6569,
1990-03-15,0.8469,,0.756,0.006571,,1.1518,1.6225,0.6585,
1990-03-16,0.8452,,0.7535,0.00655,,1.1514,1.6192,0.6624,
1990-03-19,0.8462,,0.7557,0.00654,,1.1606,1.614,0.6627,
1990-03-20,0.8489,,0.7565,0.006485,,1.1459,1.601,0.6568,
1990-03-21,0.8483,,0.752,0.006481,,1.1447,1.5955,0.6559,
1990-03-22,0.8501,,0.7525,0.006443,,1.1483,1.604,0.6609,
1990-03-23,0.8508,,0.747,0.006482,,1.142,1.6045,0.6587,
1990-03-26,0.8498,,0.7453,0.006391,,1.1453,1.6215,0.6576,
1990-03-27,0.8498,,0.7453,0.006357,,1.143,1.6245,0.6583,
1990-03-28,0.8509,,0.7469,0.006293,,1.144,1.627,0.6592,
1990-03-29,0.8534,,0.752,0.006391,,1.1537,1.6355,0.6694,
1990-03-30,0.8549,,0.7545,0.006321,,1.1547,1.647,0.6673,
1990-04-02,0.8569,,0.76,0.006291,,1.1494,1.6365,0.6654,
1990-04-03,0.8566,,0.7606,0.006295,,1.1518,1.6355,0.6653,
1990-04-04,0.8566,,0.7672,0.006293,,1.151,1.641,0.6643,
1990-04-05,0.8549,,0.7661,0.006355,,1.1508,1.641,0.6664,
1990-04-06,0.8589,,0.7653,0.006345,,1.1532,1.641,0.6664,
1990-04-09,0.861,,0.7632,0.006315,,1.1551,1.6345,0.6683,
1990-04-10,0.8622,,0.7653,0.006337,,1.1674,1.645,0.6743,
1990-04-11,0.8593,,0.7662,0.006333,,1.1694,1.642,0.6762,
1990-04-12,0.8606,,0.7669,0.006301,,1.1694,1.638,0.6747,
1990-04-13,0.8588,,,,,,,0.674,
1990-04-16,0.8561,,0.7654,0.006275,,1.1651,1.6325,0.6718,
1990-04-17,0.8586,,0.7654,0.006261,,1.1655,1.6385,0.6712,
1990-04-18,0.8602,,0.7692,0.006313,,1.1712,1.6405,0.6756,
1990-04-19,0.8604,,0.7726,0.006381,,1.1651,1.6455,0.6732,
1990-04-20,0.8597,,0.7706,0.006349,,1.1596,1.6395,0.6709,
1990-04-23,0.8608,,0.7655,0.006347,,1.1512,1.6355,0.6689,
1990-04-24,0.8622,,0.7666,0.006291,,1.1522,1.635,0.6724,
1990-04-25,0.8615,,0.766,0.006303,,1.1647,1.638,0.6853,
1990-04-26,0.8616,,0.7535,0.006281,,1.1633,1.6335,0.6864,
1990-04-27,0.8593,,0.7524,0.006277,,1.1665,1.635,0.6875,
1990-04-30,0.8588,,0.751,0.006295,,1.1651,1.6415,0.6891,
1990-05-01,0.858,,0.7455,0.006297,,1.1637,1.6448,0.687,
1990-05-02,0.8565,,0.7539,0.006329,,1.1602,1.642,0.6875,
1990-05-03,0.8571,,0.7549,0.006327,,1.162,1.642,0.6872,
1990-05-04,0.86,,0.7554,0.006323,,1.1749,1.6655,0.6928,
1990-05-07,0.8592,,0.7564,0.006325,,1.1813,1.669,0.6984,
1990-05-08,0.8593,,0.7568,0.006343,,1.1805,1.6705,0.6984,
1990-05-09,0.8575,,0.7551,0.006387,,1.1962,1.6785,0.7134,
1990-05-10,0.8528,,0.7593,0.006382,,1.1976,1.6795,0.7197,
1990-05-11,0.8503,,0.7596,0.006543,,1.1929,1.6778,0.7146,
1990-05-14,0.848,,0.7675,0.006555,,1.1911,1.6815,0.7178,
1990-05-15,0.8483,,0.7631,0.006631,,1.1897,1.6735,0.7159,
1990-05-16,0.8513,,0.7617,0.006594,,1.1889,1.68,0.7137,
1990-05-17,0.8512,,0.7615,0.006576,,1.1839,1.6925,0.7123,
1990-05-18,0.8474,,0.7613,0.006535,,1.1874,1.69,0.7117,
1990-05-21,0.8492,,0.7638,0.006508,,1.176,1.6908,0.7032,
1990-05-22,0.8414,,0.7661,0.006607,,1.1694,1.6925,0.7056,
1990-05-23,0.8447,,0.7656,0.006633,,1.1659,1.6934,0.7048,
1990-05-24,0.8437,,0.7621,0.006624,,1.1614,1.688,0.7006,
1990-05-25,0.8454,,0.7673,0.006682,,1.161,1.688,0.7025,
1990-05-28,0.8458,,0.7655,0.006695,,1.1647,1.6933,0.7032,
1990-05-29,0.8473,,0.766,0.006623,,1.167,1.6935,0.7088,
1990-05-30,0.8516,,0.772,0.006609,,1.1618,1.6955,0.7029,
1990-05-31,0.8538,,0.7672,0.006572,,1.1518,1.6775,0.6997,
1990-06-01,0.8509,,0.768,0.00659,,1.1508,1.681,0.6956,
1990-06-04,0.8511,,0.7674,0.006544,,1.1561,1.675,0.6986,
1990-06-05,0.85,,0.7705,0.006557,,1.1602,1.686,0.7003,
1990-06-06,0.8549,,0.7717,0.006556,,1.1579,1.6885,0.6966,
1990-06-07,0.8544,,0.7774,0.006556,,1.1551,1.689,0.6921,
1990-06-08,0.852,,0.7719,0.006516,,1.1518,1.683,0.6899,
1990-06-11,0.8541,,0.7757,0.006466,,1.1559,1.6862,0.6942,
1990-06-12,0.853,,0.7737,0.006468,,1.1528,1.703,0.6954,
1990-06-13,0.8531,,0.7745,0.006462,,1.1596,1.7125,0.7023,
1990-06-14,0.8538,,0.774,0.006482,,1.1532,1.7085,0.6974,
1990-06-15,0.8537,,0.7755,0.006495,,1.1586,1.7095,0.6981,
1990-06-18,0.8511,,0.7793,0.006506,,1.1663,1.714,0.7069,
1990-06-19,0.852,,0.783,0.006514,,1.1678,1.7208,0.7091,
1990-06-20,0.8532,,0.7834,0.006495,,1.1655,1.722,0.708,
1990-06-21,0.8502,,0.79,0.006462,,1.1663,1.7205,0.7069,
1990-06-22,0.8486,,0.7859,0.006457,,1.1678,1.732,0.7084,
1990-06-25,0.8493,,0.7861,0.006437,,1.1663,1.7301,0.7089,
1990-06-26,0.8538,,0.7842,0.006466,,1.1756,1.742,0.7137,
1990-06-27,0.855,,0.7875,0.006472,,1.1749,1.742,0.709,
1990-06-28,0.8551,,0.7858,0.006529,,1.1688,1.7385,0.7045,
1990-06-29,0.8597,,0.7927,0.006574,,1.1779,1.7445,0.7067,
1990-07-02,0.8606,,0.7965,0.006629,,1.1848,1.7765,0.7168,
1990-07-03,0.8606,,0.7978,0.00662,,1.1848,1.7765,0.7178,
1990-07-04,0.8605,,0.8033,0.006675,,1.1874,1.7858,0.7192,
1990-07-05,0.8593,,0.7985,0.006644,,1.1843,1.78,0.7148,
1990-07-06,0.8609,,0.7964,0.006594,,1.1839,1.7865,0.715,
1990-07-09,0.8634,,0.8031,0.006615,,1.1831,1.808,0.7161,
1990-07-10,0.8645,,0.8089,0.006749,,1.1917,1.8225,0.7178,
1990-07-11,0.8627,,0.7977,0.006734,,1.1817,1.7995,0.7127,
1990-07-12,0.8647,,0.7975,0.006788,,1.1958,1.813,0.7205,
1990-07-13,0.8639,,0.7805,0.006749,,1.1839,1.8,0.7126,
1990-07-16,0.8631,,0.7836,0.006752,,1.1821,1.804,0.7049,
1990-07-17,0.8671,,0.7924,0.006765,,1.1895,1.8155,0.712,
1990-07-18,0.8663,,0.7895,0.006768,,1.1866,1.8155,0.7063,
1990-07-19,0.8674,,0.7833,0.006754,,1.1913,1.815,0.7105,
1990-07-20,0.8654,,0.7857,0.006729,,1.194,1.8185,0.7137,
1990-07-23,0.8649,,0.7857,0.006749,,1.2058,1.8245,0.7238,
1990-07-24,0.8648,,0.785,0.00672,,1.2054,1.813,0.7257,
1990-07-25,0.867,,0.7835,0.006675,,1.2038,1.8112,0.7247,
1990-07-26,0.8675,,0.7808,0.006648,,1.2042,1.8145,0.7254,
1990-07-27,0.8677,,0.7908,0.00672,,1.214,1.8375,0.7345,
1990-07-30,0.8685,,0.7916,0.006761,,1.2183,1.848,0.735,
1990-07-31,0.8683,,0.794,0.00686,,1.2308,1.8625,0.7433,
1990-08-01,0.8679,,0.7941,0.006789,,1.2312,1.8555,0.7386,
1990-08-02,0.8689,,0.7864,0.0067,,1.2285,1.855,0.7393,
1990-08-03,0.8692,,0.7845,0.006695,,1.2316,1.859,0.7432,
1990-08-06,0.8698,,0.7901,0.006651,,1.2398,1.8725,0.7516,
1990-08-07,0.8685,,0.7915,0.006624,,1.2324,1.871,0.7474,
1990-08-08,0.8712,,0.795,0.006676,,1.2277,1.87,0.7471,
1990-08-09,0.8721,,0.8003,0.006677,,1.2257,1.8685,0.7446,
1990-08-10,0.872,,0.798,0.006644,,1.23,1.8735,0.7471,
1990-08-13,0.8724,,0.8033,0.006655,,1.2402,1.8847,0.7598,
1990-08-14,0.8741,,0.8061,0.006683,,1.2406,1.888,0.7672,
1990-08-15,0.8744,,0.8059,0.006771,,1.2529,1.901,0.766,
1990-08-16,0.8707,,0.8057,0.006774,,1.249,1.895,0.7752,
1990-08-17,0.8742,,0.809,0.00678,,1.2609,1.9124,0.7797,
1990-08-20,0.8753,,0.8081,0.006813,,,1.921,0.7713,
1990-08-21,0.877,,0.8138,0.006816,,1.25,1.9115,0.7743,
1990-08-22,0.8812,,0.8203,0.006828,,1.2537,1.924,0.7812,
1990-08-23,0.8821,,0.8346,0.006842,,1.2666,1.9565,0.7908,
1990-08-24,0.8861,,0.83,0.006821,,1.2549,1.941,0.7943,
1990-08-27,0.8743,,0.8287,0.006934,,1.2609,1.9425,0.7847,
1990-08-28,0.8755,,0.83,0.006958,,1.2568,1.943,0.7773,
1990-08-29,0.8789,,0.8309,0.006963,,1.2529,1.9455,0.7788,
1990-08-30,0.8718,,0.8161,0.00693,,1.2508,1.922,0.7725,
1990-08-31,0.8645,,0.8138,0.00693,,1.2521,1.9125,0.7641,
1990-09-03,0.8671,,0.8152,0.006969,,1.2343,1.8728,0.759,
1990-09-04,0.862,,0.8163,0.006968,,1.2375,1.879,0.7613,
1990-09-05,0.8677,,0.826,0.007052,,1.2556,1.9045,0.7716,
1990-09-06,0.8641,,0.8245,0.007104,,1.259,1.9125,0.771,
1990-09-07,0.8598,,0.8208,0.00714,,1.2468,1.893,0.7654,
1990-09-10,0.8565,,0.8116,0.007173,,1.2367,1.8585,0.7596,
1990-09-11,0.8615,,0.8162,0.00714,,1.2328,1.857,0.755,
1990-09-12,0.8588,,0.8195,0.007238,,1.2277,1.8585,0.7527,
1990-09-13,0.8579,,0.8258,0.007352,,1.2476,1.883,0.7669,
1990-09-14,0.8587,,0.826,0.007312,,1.2457,1.893,0.7722,
1990-09-17,0.8641,,0.834,0.00732,,1.2625,1.914,0.7834,
1990-09-18,0.8631,,0.831,0.007251,,1.2594,1.9125,0.7743,
1990-09-19,0.8638,,0.831,0.007272,,1.2445,1.8845,0.7631,
1990-09-20,0.8674,,0.8262,0.007264,,1.2402,1.873,0.7573,
1990-09-21,0.8675,,0.8299,0.007317,,1.2386,1.844,0.7574,
1990-09-24,0.8705,,0.8293,0.007275,,1.2533,1.881,0.7704,
1990-09-25,0.8686,,0.8313,0.007309,,1.2437,1.868,0.7648,
1990-09-26,0.8655,,0.8308,0.007304,,1.2492,1.8725,0.7682,
1990-09-27,0.8649,,0.8265,0.007249,,1.2529,1.8773,0.7734,
1990-09-28,0.8656,,0.8252,0.007222,,1.2484,1.8775,0.771,
1990-10-01,0.8671,,0.8252,0.007323,,1.258,1.8835,0.771,
1990-10-02,0.8675,,0.8304,0.007315,,1.2625,1.893,0.7758,
1990-10-03,0.8683,,0.8333,0.007359,,1.2687,1.901,0.7797,
1990-10-04,0.8704,,0.8315,0.00748,,1.2736,1.9145,0.7822,
1990-10-05,0.8673,,0.8335,0.007567,,1.2654,1.946,0.7742,
1990-10-08,0.8686,,0.8371,0.007659,,1.274,1.974,0.7794,
1990-10-09,0.8691,,0.8333,0.007677,,1.2836,1.9725,0.7835,
1990-10-10,0.8703,,0.8272,0.007724,,1.2799,1.9705,0.7791,
1990-10-11,0.872,,0.8155,0.007719,,1.2922,1.9775,0.7849,
1990-10-12,0.872,,0.818,0.007748,,1.2828,1.9675,0.7776,
1990-10-15,0.8665,,0.7889,0.007818,,1.2846,1.95,0.7747,
1990-10-16,0.8649,,0.7851,0.007895,,1.2944,1.9655,0.7841,
1990-10-17,0.8528,,0.7763,0.007977,,1.2932,1.962,0.7865,
1990-10-18,0.8545,,0.7695,0.008038,,1.3065,1.97,0.7946,
1990-10-19,0.8529,,0.778,0.007939,,1.3026,1.9585,0.7881,
1990-10-22,0.8505,,0.7803,0.007933,,1.2883,1.9425,0.7791,
1990-10-23,0.853,,0.7773,0.007797,,1.2875,1.943,0.78,
1990-10-24,0.8561,,0.7811,0.007898,,1.2987,1.958,0.7874,
1990-10-25,0.8577,,0.783,0.007794,,1.2883,1.9505,0.7786,
1990-10-26,0.8589,,0.7818,0.007803,,1.2922,1.958,0.7814,
1990-10-29,0.8595,,0.784,0.007773,,1.2846,1.949,0.774,
1990-10-30,0.8565,,0.7839,0.007757,,1.2912,1.956,0.78,
1990-10-31,0.8572,,0.7825,0.007686,,1.2883,1.9435,0.7776,
1990-11-01,0.8587,,0.7848,0.007671,,1.3008,1.9452,0.7852,
1990-11-02,0.8586,,0.779,0.007827,,1.3098,1.9595,0.7933,
1990-11-05,0.8628,,0.783,0.007902,,1.3157,1.9725,0.7997,
1990-11-06,0.8598,,0.7867,0.007797,,1.3094,1.965,0.7968,
1990-11-07,0.8567,,0.7777,0.007733,,1.3143,1.969,0.8016,
1990-11-08,0.8554,,0.779,0.007677,,1.3104,1.965,0.7987,
1990-11-09,0.856,,0.7781,0.007704,,1.3151,1.966,0.8003,
1990-11-12,0.8579,,0.7777,0.007786,,1.3243,1.9662,0.8019,
1990-11-13,0.8574,,0.7685,0.007713,,1.3227,1.961,0.7991,
1990-11-14,0.8602,,0.7708,0.007748,,1.3282,1.9605,0.8019,
1990-11-15,0.8602,,0.7718,0.007716,,1.3255,1.9575,0.7992,
1990-11-16,0.8595,,0.7644,0.007724,,1.33,1.966,0.802,
1990-11-19,0.8597,,0.7638,0.00777,,1.3282,1.974,0.8032,
1990-11-20,0.8628,,0.7669,0.00776,,1.3272,1.9657,0.8032,
1990-11-21,0.8631,,0.7636,0.007864,,1.3241,1.97,0.8022,
1990-11-22,0.8629,,0.7643,0.007856,,1.3233,1.9692,0.8008,
1990-11-23,0.8621,,0.7655,0.007849,,1.3157,1.9675,0.794,
1990-11-26,0.8615,,0.7666,0.007751,,1.3147,1.969,0.7919,
1990-11-27,0.8582,,0.769,0.007788,,1.3221,1.9805,0.7942,
1990-11-28,0.8591,,0.7693,0.007662,,1.3151,1.968,0.7874,
1990-11-29,0.8589,,0.7712,0.007507,,1.2991,1.9435,0.7812,
1990-11-30,0.8584,,0.7712,0.007544,,1.3069,1.9435,0.7828,
1990-12-03,0.8575,,0.7795,0.007423,,1.2918,1.9175,0.7731,
1990-12-04,0.8597,,0.7774,0.007527,,1.302,1.9305,0.78,
1990-12-05,0.86,,0.768,0.007487,,1.3045,1.928,0.7819,
1990-12-06,0.8605,,0.771,0.007561,,1.3133,1.9385,0.7868,
1990-12-07,0.8634,,0.7733,0.007618,,1.3219,1.9487,0.7981,
1990-12-10,0.8641,,0.7658,0.007567,,1.3286,1.944,0.793,
1990-12-11,0.862,,0.7668,0.007558,,1.3227,1.938,0.7901,
1990-12-12,0.8617,,0.7655,0.007616,,1.3255,1.9505,0.7927,
1990-12-13,0.8617,,0.7587,0.007564,,1.3231,1.9455,0.7899,
1990-12-14,0.8633,,0.7678,0.007521,,1.3196,1.9365,0.7855,
1990-12-17,0.8636,,0.7658,0.00751,,1.3151,1.9305,0.7852,
1990-12-18,0.8652,,0.7704,0.00755,,1.3255,1.9435,0.7902,
1990-12-19,0.863,,0.771,0.007459,,1.3231,1.9305,0.789,
1990-12-20,0.8625,,0.7731,0.007366,,1.2948,1.8935,0.769,
1990-12-21,0.8621,,0.7735,0.007487,,1.2791,1.886,0.7631,
1990-12-24,0.862,,0.7735,0.00735,,1.2658,1.8685,0.7602,
1990-12-25,0.862,,0.7735,,,1.2711,1.8735,0.7625,
1990-12-26,0.8622,,0.7729,0.007339,,1.2729,1.8815,0.7628,
1990-12-27,0.8609,,0.7669,0.007329,,1.2774,1.8892,0.7672,
1990-12-28,0.8622,,0.7705,0.007415,,1.3094,1.9295,0.7852,
1990-12-31,0.8622,,0.7705,,,,,0.7868,
1991-01-02,0.8656,,0.7736,0.007437,,1.3133,1.944,0.7927,
1991-01-03,0.8673,,0.7788,0.007518,,1.3098,1.9465,0.7902,
1991-01-04,0.8684,,0.7789,0.007422,,1.2995,1.935,0.7847,
1991-01-07,0.8668,,0.7777,0.007355,,1.2744,1.9055,0.7738,
1991-01-08,0.8679,,0.7761,0.007323,,1.2684,1.8965,0.771,
1991-01-09,0.8679,,0.7728,0.007312,,1.2725,1.8995,0.7743,
1991-01-10,0.8675,,0.773,0.007451,,1.2811,1.914,0.7795,
1991-01-11,0.8679,,0.7746,0.007464,,1.2774,1.9076,0.7819,
1991-01-14,0.8705,,0.7781,0.007412,,1.2666,1.9035,0.7797,
1991-01-15,0.8719,,0.7823,0.007366,,1.2674,1.909,0.7781,
1991-01-16,0.8695,,0.778,0.007307,,1.2654,1.9045,0.7758,
1991-01-17,0.8624,,0.782,0.007558,,1.2969,1.932,0.7879,
1991-01-18,0.8629,,0.778,0.007544,,1.3016,1.95,0.7965,
1991-01-21,0.8627,,0.7799,0.007575,,1.3094,1.9615,0.7994,
1991-01-22,0.8631,,0.7813,0.007595,,1.3051,1.9555,0.7936,
1991-01-23,0.8641,,0.7838,0.007587,,1.3143,1.9605,0.7997,
1991-01-24,0.8622,,0.778,0.007561,,1.3157,1.96,0.7949,
1991-01-25,0.8589,,0.7762,0.007574,,1.3104,1.9615,0.7921,
1991-01-28,0.8602,,0.7825,0.007541,,1.3139,1.9645,0.7926,
1991-01-29,0.8614,,0.7832,0.007567,,1.3073,1.9595,0.789,
1991-01-30,0.8617,,0.7855,0.00763,,1.3139,1.963,0.7921,
1991-01-31,0.8599,,0.7827,0.007624,,1.3245,1.967,0.7951,
1991-02-01,0.8622,,0.7823,0.007601,,1.3329,1.975,0.7992,
1991-02-04,0.8624,,0.782,0.007659,,1.3362,1.981,0.7996,
1991-02-05,0.8632,,0.7767,0.007724,,1.3413,1.992,0.8041,
1991-02-06,0.8639,,0.7802,0.007803,,1.3507,2.004,0.8116,
1991-02-07,0.863,,0.7805,0.007779,,1.3437,1.99,0.8041,
1991-02-08,,,0.7799,0.007827,,1.3437,1.9885,,
1991-02-11,0.8663,,0.7799,0.007833,,1.3511,1.998,0.8087,
1991-02-12,0.8668,,0.7817,0.00776,,1.3446,1.989,0.8019,
1991-02-13,0.8669,,0.7767,0.007716,,1.3376,1.9845,0.798,
1991-02-14,0.8673,,0.7865,0.007716,,1.3339,1.981,0.7945,
1991-02-15,0.8676,,0.7882,0.007659,,1.3229,1.968,0.7877,
1991-02-18,0.8676,,0.7893,0.007671,,1.3174,1.96,0.7856,
1991-02-19,0.8661,,0.7879,0.007603,,1.3098,1.9503,0.7836,
1991-02-20,0.8673,,0.7867,0.00761,,1.3077,1.9505,0.7818,
1991-02-21,0.87,,0.788,0.007616,,1.3112,1.9565,0.7843,
1991-02-22,0.8678,,0.7845,0.007567,,1.2991,1.9445,0.7736,
1991-02-25,0.8678,,0.7833,0.007487,,1.2865,1.9262,0.7683,
1991-02-26,0.8687,,0.7835,0.007521,,1.2836,1.9195,0.7651,
1991-02-27,0.8685,,0.7845,0.007563,,1.2852,1.918,0.7598,
1991-02-28,0.8694,,0.7857,0.007518,,1.2828,1.912,0.7555,
1991-03-01,0.868,,0.785,0.007426,,1.2699,1.895,0.7487,
1991-03-04,0.8655,,0.7768,0.007377,,1.2762,1.8995,0.7487,
1991-03-05,0.8643,,0.7723,0.007336,,1.2684,1.892,0.7437,
1991-03-06,0.8631,,0.7706,0.00737,,1.2727,1.897,0.7471,
1991-03-07,0.8626,,0.7654,0.00738,,1.265,1.89,0.7418,
1991-03-08,0.8609,,0.7683,0.007388,,1.2465,1.888,0.7304,
1991-03-11,0.8648,,0.7675,0.007235,,1.2363,1.8495,0.7291,
1991-03-12,0.8666,,0.7668,0.007361,,1.2453,1.8625,0.7347,
1991-03-13,0.8667,,0.7669,0.007374,,1.2433,1.8615,0.7326,
1991-03-14,0.8664,,0.7681,0.007355,,1.2441,1.8515,0.7291,
1991-03-15,0.8651,,0.7686,0.007254,,1.2165,1.821,0.7181,
1991-03-18,0.8664,,0.7675,0.007212,,1.2001,1.7859,0.7109,
1991-03-19,0.8656,,0.7687,0.007241,,1.1866,1.777,0.7039,
1991-03-20,0.8639,,0.7688,0.007233,,1.1907,1.786,0.7067,
1991-03-21,0.8652,,0.7715,0.007307,,1.1976,1.7965,0.7108,
1991-03-22,0.8637,,0.7731,0.007272,,1.187,1.784,0.7077,
1991-03-25,0.8608,,0.769,0.007183,,1.16,1.748,0.6961,
1991-03-26,0.8622,,0.774,0.007209,,1.1596,1.76,0.6983,
1991-03-27,0.8628,,0.7737,0.007171,,1.1459,1.7455,0.687,
1991-03-28,0.8637,,0.7746,0.007087,,1.1477,1.7405,0.6875,
1991-03-29,,,,,,1.151,,,
1991-04-01,0.8625,,0.7755,0.007171,,1.1678,1.749,0.6915,
1991-04-02,0.8655,,0.7751,0.00725,,1.1708,1.7755,0.7052,
1991-04-03,0.8652,,0.7801,0.007278,,1.1659,1.768,0.7037,
1991-04-04,0.8654,,0.7845,0.007355,,1.1717,1.7845,0.7122,
1991-04-05,0.8664,,0.7852,0.007323,,1.16,1.768,0.7122,
1991-04-08,0.8667,,0.7849,0.00728,,1.1545,1.7645,0.6957,
1991-04-09,0.8678,,0.785,0.007418,,1.1737,1.7875,0.7102,
1991-04-10,0.8686,,0.7863,0.007266,,1.1627,1.778,0.6997,
1991-04-11,0.8688,,0.782,0.007371,,1.17,1.795,0.7069,
1991-04-12,0.8689,,0.7836,0.007336,,1.162,1.7785,0.7069,
1991-04-15,0.871,,0.7791,0.007426,,1.1712,1.793,0.7049,
1991-04-16,0.8702,,0.7795,0.007421,,1.1747,1.7855,0.7062,
1991-04-17,0.8697,,0.7791,0.007355,,1.1729,1.786,0.6861,
1991-04-18,0.8679,,0.7773,0.007262,,1.1481,1.7525,0.6861,
1991-04-19,0.8658,,0.7721,0.00722,,1.1266,1.7265,0.6861,
1991-04-22,0.8629,,0.77,0.007171,,1.1109,1.6945,0.6805,
1991-04-23,0.8644,,0.776,0.007262,,1.1217,1.7125,0.6854,
1991-04-24,0.8665,,0.776,0.007254,,1.1191,1.6995,0.6839,
1991-04-25,0.8673,,0.7765,0.007241,,1.1187,1.6945,0.6809,
1991-04-26,0.8677,,0.7788,0.00723,,1.1166,1.691,0.6809,
1991-04-29,0.8682,,0.781,0.007317,,1.1162,1.698,0.6788,
1991-04-30,0.8673,,0.782,0.007328,,1.1457,1.7335,0.693,
1991-05-01,0.8682,,0.7786,0.007246,,1.1436,1.723,0.6903,
1991-05-02,0.8701,,0.7774,0.007243,,1.1359,1.719,0.6863,
1991-05-03,0.8686,,0.777,0.007207,,1.1152,1.7215,0.6863,
1991-05-06,0.869,,0.7795,0.007238,,1.1285,1.7103,0.6814,
1991-05-07,0.8685,,0.7803,0.007243,,1.1387,1.7243,0.6837,
1991-05-08,0.8678,,0.7838,0.007228,,1.1299,1.72,0.6837,
1991-05-09,0.8674,,0.7838,0.007254,,1.1314,1.719,0.6846,
1991-05-10,,,0.784,0.007209,,1.1344,1.7222,0.6846,
1991-05-13,,,0.7779,0.007183,,1.1414,1.7335,0.6875,
1991-05-14,,,0.7799,0.007241,,1.1537,1.7405,0.6875,
1991-05-15,,,0.783,0.007284,,1.161,1.7455,0.6875,
1991-05-16,,,0.783,0.007267,,1.1541,1.7475,0.6875,
1991-05-17,,,0.7818,0.007222,,1.125,1.7095,0.6875,
