date,CADUSD,TWDUSD,AUDUSD,JPYUSD,KRWUSD,EURUSD,GBPUSD,CHFUSD,INRUSD
2012-05-23,0.9754,0.03375,0.97448,0.01256,0.000847,1.25816,1.56909,1.0475,0.01787
2012-05-24,0.9735,0.03375,0.97607,0.01254,0.000844,1.25313,1.56683,1.0431,0.01796
2012-05-25,0.971,0.03375,0.9754,0.01252,0.000839,1.2515,1.56525,1.0416,0.01806
2012-05-27,0.97504,,,,,,,,
2012-05-28,0.9761,0.03376,0.98481,0.01256,0.000847,1.25407,1.5681,1.0429,0.01812
2012-05-29,0.9768,0.03377,0.98467,0.01255,0.000846,1.25023,1.56404,1.0392,0.01796
2012-05-30,0.9706,0.03365,0.97025,0.01261,0.000845,1.23663,1.54751,1.0293,0.01778
2012-05-31,0.9676,0.03351,0.97306,0.01273,0.000842,1.23654,1.54006,1.0285,0.01782
2012-06-01,0.96,0.03339,0.96956,0.01279,0.000841,1.24318,1.53534,1.0346,0.018
2012-06-03,0.95814,,,,,,,,
2012-06-04,0.9614,0.03329,0.97262,0.01274,0.000841,1.24992,1.53802,1.0398,0.01796
2012-06-05,0.9629,0.03335,0.97405,0.01267,0.000842,1.24523,1.53807,1.0362,0.01797
2012-06-06,0.9725,0.03349,0.99241,0.01259,0.000846,1.25812,1.54923,1.0468,0.01809
2012-06-07,0.9723,0.03352,0.98915,0.01252,0.000854,1.25596,1.55241,1.0456,0.01819
2012-06-08,0.9738,0.0334,0.99116,0.01256,0.000847,1.25145,1.5466,1.0418,0.01804
2012-06-10,0.97895,,,,,,,,
2012-06-11,0.9684,0.03339,0.98621,0.01257,0.00085,1.24821,1.5484,1.0373,0.01793
2012-06-12,0.9739,0.03336,0.9956,0.01254,0.000849,1.2503,1.55655,1.0406,0.01791
2012-06-13,0.9709,0.03338,0.99241,0.01256,0.000851,1.25567,1.5501,1.0458,0.01795
2012-06-14,0.9768,0.03336,1.00179,0.01257,0.000854,1.26323,1.55614,1.051,0.01795
2012-06-15,0.9784,0.03344,1.00753,0.01268,0.000853,1.26341,1.5711,1.0517,0.01805
2012-06-17,0.98008,,,,,,,,
2012-06-18,0.9765,0.03349,1.0122,0.01261,0.000859,1.25755,1.56643,1.0466,0.01788
2012-06-19,0.9821,0.03348,1.01865,0.01263,0.00086,1.26848,1.57231,1.056,0.01789
2012-06-20,0.981,0.03348,1.01926,0.01256,0.000864,1.27052,1.57149,1.0567,0.01781
2012-06-21,0.9719,0.03347,1.00321,0.01244,0.000863,1.25373,1.55891,1.0442,0.01776
2012-06-22,0.9757,0.03339,1.00617,0.01241,0.000859,1.25674,1.55833,1.0462,0.01749
2012-06-24,0.97409,,,,,,,,
2012-06-25,0.9711,0.03338,1.0009,0.01253,0.000856,1.25038,1.557,1.0405,0.01753
2012-06-26,0.9758,0.03337,1.0063,0.01255,0.000858,1.24903,1.564,1.0395,0.01755
2012-06-27,0.9746,0.03342,1.00782,0.01252,0.00086,1.24674,1.55648,1.0377,0.0175
2012-06-28,0.9672,0.03341,1.00431,0.01257,0.000861,1.24433,1.55137,1.0353,0.0176
2012-06-29,0.9832,0.03347,1.02409,0.0125,0.000868,1.26547,1.56951,1.0536,0.01797
2012-07-01,0.98241,,,,,,,,
2012-07-02,0.9831,0.03346,1.0246,0.01255,0.000867,1.25738,1.56887,1.0474,0.01805
2012-07-03,0.9873,0.03348,1.02796,0.0125,0.000875,1.26073,1.5686,1.0489,0.01844
2012-07-04,0.9867,0.03351,1.02735,0.01249,0.000875,1.25256,1.55839,1.0422,0.01833
2012-07-05,0.9849,0.03347,1.02855,0.01249,0.000876,1.23908,1.55206,1.0309,0.01819
2012-07-06,0.9803,0.03345,1.02082,0.01253,0.000874,1.22852,1.54871,1.0226,0.01804
2012-07-08,0.98078,,,,,,,,
2012-07-09,0.9807,0.0334,1.02066,0.01254,0.000871,1.23123,1.55231,1.0247,0.0179
2012-07-10,0.9773,0.03337,1.01893,0.01257,0.000869,1.22498,1.55146,1.0197,0.01805
2012-07-11,0.9805,0.0334,1.02493,0.01252,0.00087,1.22388,1.54992,1.019,0.01797
2012-07-12,0.9806,0.03332,1.01368,0.01259,0.000861,1.2203,1.54247,1.0155,0.01791
2012-07-13,0.9856,0.03338,1.02233,0.0126,0.000866,1.22441,1.55694,1.0193,0.01813
2012-07-15,0.98629,,,,,,,,
2012-07-16,0.9848,0.03333,1.02065,0.01265,0.000867,1.22713,1.55291,1.0211,0.01807
2012-07-17,0.987,0.03336,1.03141,0.01262,0.000869,1.22938,1.56509,1.0224,0.01817
2012-07-18,0.9893,0.03334,1.03608,0.01266,0.00087,1.22828,1.56469,1.022,0.01801
2012-07-19,0.9917,0.03336,1.04251,0.01269,0.000873,1.22799,1.5722,1.0216,0.01814
2012-07-20,0.9877,0.03336,1.03745,0.01271,0.000871,1.21512,1.56204,1.0115,0.01807
2012-07-22,0.986,,,,,,,,
2012-07-23,0.9809,0.03328,1.02567,0.01274,0.000867,1.2116,1.55028,1.0082,0.01786
2012-07-24,0.9782,0.03313,1.022,0.01277,0.000866,1.20602,1.55015,1.0036,0.01781
2012-07-25,0.9842,0.03312,1.03016,0.01277,0.000864,1.21578,1.5496,1.0108,0.0178
2012-07-26,0.9894,0.0332,1.03947,0.01276,0.000867,1.22809,1.56832,1.0219,0.01801
2012-07-27,0.996,0.03325,1.04773,0.01272,0.000873,1.23157,1.57374,1.0252,0.01807
2012-07-29,0.99582,,,,,,,,
2012-07-30,0.9976,0.03329,1.05007,0.01277,0.000874,1.226,1.57078,1.0199,0.01803
2012-07-31,0.9961,0.03335,1.05019,0.01278,0.000879,1.2304,1.5672,1.0235,0.01796
2012-08-01,0.9943,0.03338,1.04607,0.01272,0.000883,1.22245,1.55342,1.0173,0.01802
2012-08-02,0.9924,0.03334,1.0462,0.01275,0.000878,1.21798,1.55117,1.0137,0.0179
2012-08-03,0.9983,0.03337,1.05651,0.01272,0.000876,1.23848,1.56416,1.0301,0.01793
2012-08-05,0.99943,,,,,,,,
2012-08-06,0.999,0.0334,1.05663,0.01275,0.000881,1.23993,1.56007,1.0315,0.01801
2012-08-07,1.0025,0.0334,1.05528,0.0127,0.000881,1.23985,1.56207,1.0316,0.01815
2012-08-08,1.0048,0.03336,1.05645,0.01272,0.00088,1.23645,1.56556,1.0285,0.01804
2012-08-09,1.0081,0.03342,1.05787,0.0127,0.000883,1.23034,1.56313,1.024,0.01808
2012-08-10,1.0084,0.03331,1.05767,0.01275,0.00088,1.22871,1.56854,1.0229,0.01808
2012-08-12,0.99157,,,,,,,,
2012-08-13,1.0068,0.03331,1.05133,0.01274,0.000881,1.23302,1.56781,1.0263,0.01806
2012-08-14,1.0075,0.03338,1.04855,0.01268,0.00088,1.23192,1.5673,1.025,0.01796
2012-08-15,1.0103,0.03335,1.05018,0.01264,0.000878,1.22885,1.56776,1.0225,0.01796
2012-08-16,1.0131,0.03333,1.05007,0.01258,0.000877,1.23528,1.57306,1.0281,0.01792
2012-08-17,1.0114,0.03333,1.04148,0.01255,0.000877,1.233,1.56889,1.0265,0.01793
2012-08-19,0.9885,,,,,,,,
2012-08-20,1.011,0.03327,1.0441,0.01256,0.000876,1.23438,1.57035,1.0275,0.01801
2012-08-21,1.0106,0.03339,1.04842,0.01259,0.000879,1.24698,1.57809,1.0377,0.01799
2012-08-22,1.0088,0.03335,1.05018,0.0127,0.000875,1.25266,1.58763,1.0428,0.01801
2012-08-23,1.0057,0.03333,1.04375,0.01271,0.000879,1.25619,1.58569,1.0458,0.01809
2012-08-24,1.0071,0.03337,1.04025,0.01269,0.000877,1.25115,1.58092,1.0417,0.01801
2012-08-26,0.99226,,,,,,,,
2012-08-27,1.0089,0.03338,1.03663,0.01267,0.000876,1.24966,1.57889,1.04,0.01795
2012-08-28,1.0118,0.03342,1.03733,0.01271,0.000876,1.25627,1.58143,1.0459,0.01796
2012-08-29,1.0101,0.03339,1.03485,0.01268,0.000876,1.25276,1.58295,1.0429,0.01797
2012-08-30,1.0072,0.03338,1.02863,0.01269,0.000877,1.25041,1.57818,1.0409,0.01797
2012-08-31,1.0135,0.03343,1.03112,0.01273,0.000877,1.25674,1.58607,1.047,0.018
2012-09-02,0.9861,,,,,,,,
2012-09-03,1.0137,0.03347,1.02335,0.01274,0.000879,1.25847,1.58796,1.0476,0.018
2012-09-04,1.0137,0.03349,1.0221,0.01272,0.000877,1.25629,1.58684,1.0458,0.01796
2012-09-05,1.0091,0.03347,1.01942,0.01273,0.000875,1.25994,1.58978,1.0459,0.01788
2012-09-06,1.017,0.03354,1.02908,0.01265,0.000877,1.26295,1.59377,1.0478,0.01796
2012-09-07,1.021,0.03365,1.03853,0.01276,0.00088,1.28165,1.60051,1.0586,0.01805
2012-09-09,0.9782,,,,,,,,
2012-09-10,1.0226,0.03368,1.03346,0.01275,0.00088,1.27577,1.59877,1.0562,0.01803
2012-09-11,1.0269,0.03383,1.04328,0.01283,0.000882,1.28542,1.60678,1.0643,0.01809
2012-09-12,1.0241,0.03377,1.04666,0.01282,0.000883,1.28985,1.6105,1.0663,0.01811
2012-09-13,1.0316,0.03371,1.05451,0.01288,0.000881,1.29869,1.61531,1.0686,0.01804
2012-09-14,1.0301,0.03406,1.05491,0.01274,0.000891,1.31297,1.62154,1.0787,0.01841
2012-09-16,0.9716,,,,,,,,
2012-09-17,1.0254,0.03412,1.04755,0.01267,0.000891,1.31158,1.6249,1.0777,0.01855
2012-09-18,1.0254,0.03408,1.04552,0.01267,0.000889,1.30469,1.62448,1.0765,0.01852
2012-09-19,1.0254,0.03408,1.04797,0.01274,0.000891,1.30485,1.62203,1.0773,0.01851
2012-09-20,1.0234,0.03403,1.04341,0.01276,0.000885,1.29676,1.62141,1.0713,0.01842
2012-09-21,1.0226,0.03408,1.04534,0.01276,0.000889,1.29795,1.62282,1.0707,0.01873
2012-09-23,0.9776,,,,,,,,
2012-09-24,1.0214,0.03405,1.04235,0.01282,0.000887,1.29301,1.62172,1.0683,0.0187
2012-09-25,1.0198,0.03409,1.0389,0.01283,0.000888,1.29006,1.61876,1.0662,0.01873
2012-09-26,1.0148,0.034,1.03695,0.01284,0.000887,1.28718,1.61635,1.0641,0.01868
2012-09-27,1.0196,0.03404,1.04419,0.01286,0.000891,1.29117,1.62343,1.0666,0.01885
2012-09-28,1.0154,0.03411,1.03794,0.01281,0.000895,1.28562,1.61618,1.0636,0.01891
2012-09-30,0.9844,,,,,,,,
2012-10-01,1.0177,0.03411,1.03635,0.0128,0.000892,1.28873,1.61296,1.0652,0.01908
2012-10-02,1.0156,0.03412,1.0265,0.01277,0.000894,1.29204,1.61326,1.0674,0.01908
2012-10-03,1.0122,0.03407,1.02187,0.01271,0.000894,1.29054,1.60756,1.0652,0.01914
2012-10-04,1.0193,0.03412,1.02427,0.01271,0.000894,1.30173,1.61914,1.0739,0.01932
2012-10-05,1.0214,0.03414,1.01823,0.01268,0.000895,1.30331,1.61283,1.0756,0.01926
2012-10-07,0.97737,,,,,,,,
2012-10-08,1.0231,0.03411,1.0192,0.01275,0.000894,1.29682,1.60245,1.0708,0.01899
2012-10-09,1.0218,0.0341,1.02039,0.01275,0.000895,1.28833,1.60035,1.063,0.01896
2012-10-10,1.0177,0.03409,1.02328,0.01277,0.000892,1.28721,1.6004,1.0639,0.01884
2012-10-11,1.0214,0.0342,1.02635,0.01273,0.000893,1.29268,1.60435,1.0692,0.01898
2012-10-12,1.0203,0.03419,1.02318,0.01273,0.000895,1.29538,1.60723,1.0708,0.01893
2012-10-14,0.98047,,,,,,,,
2012-10-15,1.0188,0.0342,1.02534,0.01268,0.000895,1.2949,1.60707,1.0709,0.01886
2012-10-16,1.0132,0.03424,1.02752,0.01266,0.000899,1.30529,1.61115,1.0824,0.01892
2012-10-17,1.0221,0.03424,1.03821,0.01262,0.000899,1.31188,1.61455,1.0833,0.01891
2012-10-18,1.0138,0.03421,1.03657,0.01259,0.0009,1.30664,1.60431,1.0808,0.01865
2012-10-19,1.0059,0.03419,1.03309,0.01258,0.000901,1.30218,1.60049,1.0768,0.01857
2012-10-21,0.9942,,,,,,,,
2012-10-22,1.0072,0.03415,1.03209,0.01249,0.000901,1.30585,1.6014,1.0787,0.0187
2012-10-23,1.0071,0.03407,1.02657,0.01249,0.000901,1.29853,1.5952,1.0718,0.01861
2012-10-24,1.0057,0.03413,1.03556,0.01251,0.000901,1.29734,1.60369,1.0716,0.01861
2012-10-25,1.0053,0.03419,1.03456,0.01242,0.000905,1.29326,1.6118,1.0693,0.01867
2012-10-26,1.0027,0.03408,1.0374,0.01253,0.000908,1.29405,1.61022,1.0694,0.0186
2012-10-29,0.9985,0.03415,1.03319,0.01251,0.000906,1.29028,1.6031,1.0671,0.01845
2012-10-30,1.0004,0.03419,1.0364,0.01254,0.000911,1.29585,1.60726,1.072,0.01851
2012-10-31,0.9993,0.0342,1.0376,0.0125,0.000912,1.29584,1.6126,1.0727,0.01856
2012-11-01,1.0029,0.03418,1.04002,0.01245,0.00091,1.29419,1.61306,1.0725,0.01862
2012-11-02,1.0034,0.03418,1.03388,0.01241,0.000911,1.28382,1.60211,1.0621,0.01857
2012-11-05,1.0032,0.03419,1.03654,0.01243,0.000911,1.27951,1.59778,1.0593,0.01832
2012-11-06,1.0075,0.03425,1.04337,0.01242,0.000912,1.28137,1.59971,1.06,0.01837
2012-11-07,1.0028,0.03435,1.04115,0.01248,0.000915,1.27708,1.59861,1.0581,0.01837
2012-11-08,0.9991,0.03435,1.04054,0.01256,0.000913,1.27469,1.59815,1.0569,0.01837
2012-11-09,0.9978,0.03443,1.03832,0.01255,0.000912,1.27145,1.58948,1.0537,0.01828
2012-11-12,0.9996,0.03456,1.04272,0.01256,0.000912,1.27078,1.58761,1.0541,0.01819
2012-11-13,0.9973,0.03442,1.0436,0.01257,0.000912,1.27036,1.58707,1.055,0.01819
2012-11-14,0.9959,0.03449,1.03761,0.01244,0.000915,1.27347,1.58404,1.0575,0.01817
2012-11-15,0.9985,0.03447,1.03331,0.0123,0.000913,1.27806,1.58635,1.0609,0.01821
2012-11-16,0.9982,0.03432,1.03405,0.01227,0.000911,1.27423,1.58835,1.0572,0.01812
2012-11-19,1.0033,0.03426,1.04127,0.01226,0.000915,1.28124,1.59087,1.0636,0.01819
2012-11-20,1.0026,0.0344,1.03879,0.01222,0.000918,1.28169,1.59241,1.0634,0.01814
2012-11-21,1.0033,0.03428,1.03683,0.01209,0.00092,1.2829,1.59512,1.0645,0.01814
2012-11-22,1.0019,0.0343,1.03883,0.0121,0.000916,1.28833,1.59366,1.0689,0.0181
2012-11-23,1.0067,0.03424,1.0454,0.01211,0.000916,1.29766,1.60264,1.0768,0.018
2012-11-26,1.0061,0.03442,1.04641,0.01216,0.000916,1.29716,1.60277,1.0774,0.018
2012-11-27,1.005,0.03436,1.04461,0.01215,0.000915,1.29423,1.60223,1.0742,0.01802
2012-11-28,1.0075,0.03433,1.04759,0.01216,0.000916,1.29496,1.60161,1.0758,0.01794
2012-11-29,1.007,0.03439,1.04343,0.01215,0.000917,1.29778,1.60406,1.0777,0.01831
2012-11-30,1.0054,0.03436,1.04247,0.0121,0.000919,1.29854,1.6009,1.0769,0.01842
2012-12-03,1.0043,0.03434,1.04199,0.01213,0.000919,1.30521,1.60902,1.0797,0.01825
2012-12-04,1.0066,0.03435,1.04713,0.01218,0.000917,1.30953,1.61,1.0789,0.01826
2012-12-05,1.0076,0.03439,1.04565,0.0121,0.000919,1.30663,1.60938,1.0788,0.01837
2012-12-06,1.0082,0.03435,1.04852,0.01211,0.000918,1.29692,1.60495,1.0721,0.01847
2012-12-07,1.0109,0.0344,1.04836,0.01209,0.00092,1.29271,1.60412,1.0697,0.01835
2012-12-10,1.0133,0.0344,1.04891,0.01212,0.000922,1.29403,1.60744,1.0707,0.01839
2012-12-11,1.0136,0.03437,1.0528,0.01209,0.000925,1.30056,1.61136,1.0718,0.01842
2012-12-12,1.0152,0.03438,1.05537,0.01199,0.000927,1.30737,1.61487,1.079,0.0184
2012-12-13,1.0149,0.03437,1.05268,0.01193,0.000926,1.30765,1.61115,1.0822,0.01836
2012-12-14,1.0141,0.0344,1.05652,0.01195,0.000926,1.31612,1.61683,1.0891,0.01835
2012-12-17,1.0161,0.03443,1.05525,0.0119,0.000928,1.31624,1.62038,1.0893,0.01822
2012-12-18,1.014,0.03442,1.05342,0.01185,0.000928,1.32278,1.62517,1.0947,0.01823
2012-12-19,1.0109,0.03443,1.0481,0.01182,0.000927,1.32268,1.62458,1.0942,0.01832
2012-12-20,1.0119,0.03447,1.04832,0.01183,0.000926,1.32439,1.62782,1.0965,0.01822
2012-12-21,1.006,0.03436,1.04023,0.01185,0.000924,1.31864,1.61692,1.0914,0.01815
2012-12-24,1.0066,0.03442,1.03691,0.01175,0.000926,1.31762,1.6112,1.0915,0.01819
2012-12-25,1.0071,0.03438,1.0368,0.01177,0.000926,,1.61316,1.0911,0.01819
2012-12-26,1.0053,0.03442,1.03763,0.01166,0.000927,1.32232,1.61368,1.0945,0.01823
2012-12-27,1.0044,0.0344,1.03775,0.01159,0.000928,1.32356,1.60988,1.0943,0.0182
2012-12-28,1.0025,0.03442,1.03737,0.01162,0.000931,1.32177,1.61689,1.0942,0.01826
2012-12-31,1.0074,0.03444,1.03931,0.0115,0.000934,1.31848,1.62627,1.0923,0.01822
2013-01-01,1.0062,0.03438,1.0399,0.01151,0.000935,,1.62364,1.0924,0.01828
2013-01-02,1.0148,0.03451,1.05033,0.01142,0.000936,1.3185,1.62538,1.0889,0.01839
2013-01-03,1.012,0.03446,1.04655,0.01144,0.000936,1.30483,1.61083,1.0785,0.01835
2013-01-04,1.0124,0.03445,1.04782,0.01132,0.000935,1.30679,1.60673,1.0809,0.01819
2013-01-07,1.0138,0.03447,1.05022,0.01137,0.000936,1.31159,1.61149,1.085,0.0181
2013-01-08,1.013,0.03444,1.05032,0.01146,0.000936,1.30805,1.60536,1.0817,0.01818
2013-01-09,1.012,0.03444,1.05147,0.01135,0.000937,1.30634,1.60215,1.0802,0.01826
2013-01-10,1.0166,0.0345,1.05976,0.01124,0.000938,1.3267,1.61639,1.0934,0.01832
2013-01-11,1.015,0.03452,1.05398,0.01119,0.000941,1.33427,1.61272,1.0943,0.01823
2013-01-14,1.0161,0.03449,1.05643,0.01115,0.000942,1.3381,1.60778,1.0842,0.01834
2013-01-15,1.0155,0.03452,1.05645,0.01124,0.000941,1.33053,1.60633,1.0726,0.0183
2013-01-16,1.0138,0.03449,1.05723,0.01129,0.00094,1.32883,1.60058,1.0736,0.01828
2013-01-17,1.014,0.03452,1.05464,0.0111,0.000941,1.33761,1.59935,1.0718,0.01839
2013-01-18,1.008,0.03447,1.05058,0.01108,0.00094,1.33119,1.58638,1.07,0.01857
2013-01-21,1.0066,0.03451,1.05157,0.01113,0.000935,1.33123,1.58289,1.072,0.01859
2013-01-22,1.0077,0.0345,1.05655,0.01125,0.000935,1.33215,1.58383,1.0757,0.01861
2013-01-23,1.0002,0.03442,1.05557,0.01126,0.000932,1.33175,1.58451,1.0755,0.01864
2013-01-24,0.9967,0.03433,1.04503,0.01105,0.000931,1.33758,1.5787,1.076,0.01861
2013-01-25,0.9937,0.03408,1.04212,0.01098,0.000919,1.34569,1.57987,1.0791,0.01858
2013-01-28,0.9931,0.0339,1.0417,0.01098,0.000912,1.34547,1.56938,1.0791,0.0185
2013-01-29,0.9986,0.03391,1.04743,0.011,0.000918,1.34915,1.57625,1.0848,0.01863
2013-01-30,0.998,0.03385,1.04163,0.01095,0.000913,1.35665,1.57999,1.0974,0.01878
2013-01-31,1.002,0.03384,1.04253,0.01088,0.000913,1.35769,1.58559,1.0979,0.01877
2013-02-01,1.0029,0.03375,1.04035,0.01075,0.000911,1.3639,1.56955,1.1008,0.01879
2013-02-04,1.0006,0.03379,1.04376,0.0108,0.000911,1.35136,1.57625,1.1005,0.01874
2013-02-05,1.004,0.03379,1.03892,0.01066,0.000916,1.35827,1.56591,1.1005,0.01881
2013-02-06,1.0039,0.03374,1.03189,0.01066,0.000911,1.35215,1.5658,1.0983,0.0188
2013-02-07,1.0016,0.03375,1.02833,0.01065,0.00091,1.33979,1.57124,1.0885,0.01878
2013-02-08,0.9971,0.03361,1.03149,0.01076,0.00091,1.33629,1.57919,1.0895,0.01865
2013-02-11,0.9946,0.03359,1.02539,0.01058,0.000908,1.34044,1.56574,1.0862,0.01856
2013-02-12,0.9973,0.0336,1.03067,0.01067,0.000914,1.34528,1.56601,1.09,0.01858
2013-02-13,0.9977,0.03365,1.03638,0.01068,0.000915,1.3452,1.55405,1.0901,0.01857
2013-02-14,0.9984,0.03378,1.03595,0.01074,0.000918,1.33618,1.54924,1.0852,0.01852
2013-02-15,0.9932,0.03372,1.03052,0.01067,0.000919,1.3363,1.55141,1.0846,0.0184
2013-02-18,0.9889,0.03364,1.03053,0.01062,0.000918,1.33505,1.54652,1.0825,0.01842
2013-02-19,0.9881,0.03388,1.03558,0.01066,0.000922,1.33886,1.54256,1.0833,0.01844
2013-02-20,0.9831,0.03377,1.02569,0.01066,0.000919,1.32828,1.52329,1.0783,0.01849
2013-02-21,0.9813,0.03364,1.02475,0.01071,0.000912,1.31891,1.52533,1.0737,0.01835
2013-02-22,0.9793,0.03367,1.03184,0.01068,0.000916,1.3187,1.5174,1.075,0.01841
2013-02-25,0.9742,0.0337,1.02552,0.01086,0.000913,1.30597,1.51619,1.072,0.01851
2013-02-26,0.974,0.03368,1.02285,0.01085,0.000913,1.3063,1.51249,1.0725,0.01848
2013-02-27,0.9771,0.03372,1.02338,0.01082,0.000917,1.31379,1.51556,1.0752,0.01861
2013-02-28,0.9697,0.03366,1.02137,0.01078,0.000915,1.30574,1.51632,1.0674,0.01839
2013-03-01,0.9734,0.03366,1.02024,0.01066,0.000913,1.30204,1.50408,1.0601,0.01821
2013-03-04,0.9729,0.03364,1.01943,0.01067,0.000912,1.30251,1.51117,1.0622,0.01822
2013-03-05,0.9733,0.0337,1.02563,0.01069,0.000915,1.30499,1.51253,1.0622,0.0182
2013-03-06,0.9685,0.03367,1.0235,0.01061,0.000917,1.29656,1.5018,1.0537,0.01827
2013-03-07,0.9708,0.03373,1.02681,0.01052,0.000915,1.31083,1.5013,1.0602,0.01832
2013-03-08,0.9717,0.03362,1.0231,0.01039,0.000907,1.30002,1.49155,1.0511,0.01839
2013-03-11,0.9741,0.03367,1.02802,0.01036,0.000905,1.30454,1.49147,1.0554,0.01837
2013-03-12,0.9741,0.03365,1.03228,0.01039,0.000905,1.30328,1.49007,1.0549,0.01845
2013-03-13,0.9721,0.03361,1.02987,0.01038,0.000902,1.2961,1.49218,1.0493,0.01837
2013-03-14,0.9778,0.03363,1.0384,0.01038,0.000897,1.30042,1.50818,1.0554,0.01839
2013-03-15,0.9799,0.03361,1.04081,0.01047,0.000896,1.30745,1.5114,1.0651,0.0185
2013-03-18,0.9783,0.03356,1.04013,0.01047,0.000893,1.29567,1.51066,1.0564,0.01845
2013-03-19,0.9727,0.03354,1.03705,0.01049,0.000892,1.2882,1.50983,1.0549,0.01837
2013-03-20,0.9744,0.03357,1.03778,0.01039,0.000892,1.29345,1.50979,1.0582,0.0184
2013-03-21,0.9753,0.0335,1.04404,0.01049,0.000892,1.28982,1.5172,1.0552,0.0184
2013-03-22,0.9776,0.03343,1.04441,0.01056,0.000889,1.29892,1.52271,1.0621,0.01839
2013-03-25,0.9784,0.03344,1.04648,0.01059,0.000895,1.28524,1.51766,1.0533,0.01845
2013-03-26,0.9834,0.03347,1.04853,0.01055,0.000899,1.28608,1.51588,1.0538,0.01836
2013-03-27,0.9833,0.03337,1.0443,0.01057,0.000895,1.27785,1.51288,1.0478,0.01838
2013-03-28,0.9833,0.03343,1.04133,0.01059,0.000893,1.28171,1.51926,1.0523,0.01842
2013-03-29,0.982,0.0335,1.04172,0.01059,0.000895,1.28155,1.5201,1.0521,0.01842
2013-03-31,0.98324,,,,,,,,
2013-04-01,0.98371,0.034388,1.04221,0.010606,0.000917,1.28498,1.52318,1.0525,0.018424
2013-04-02,0.9854,0.03343,1.04491,0.01068,0.000886,1.28201,1.51032,1.0536,0.01837
2013-04-03,0.9851,0.03344,1.04605,0.01072,0.000887,1.28483,1.51318,1.0572,0.01833
2013-04-04,0.9867,0.03335,1.04358,0.01035,0.000885,1.29351,1.52353,1.0636,0.01821
2013-04-05,0.9821,0.03337,1.03886,0.01022,0.000875,1.29972,1.53422,1.0692,0.01824
2013-04-07,0.98336,,,,,,,,
2013-04-08,0.9832,0.03321,1.04114,0.01003,0.000873,1.30078,1.52553,1.0692,0.01832
2013-04-09,0.9835,0.03327,1.0488,0.01006,0.000873,1.30827,1.53185,1.0716,0.01835
2013-04-10,0.9852,0.03335,1.05429,0.00999,0.00088,1.30705,1.53285,1.0717,0.01833
2013-04-11,0.9892,0.03339,1.05447,0.01,0.000881,1.31011,1.53847,1.0739,0.01841
2013-04-12,0.9867,0.03336,1.05024,0.01014,0.000881,1.31078,1.534,1.0777,0.0183
2013-04-14,0.98545,,,,,,,,
2013-04-15,0.9757,0.03339,1.0311,0.01032,0.000887,1.3037,1.52839,1.0739,0.0183
2013-04-16,0.979,0.03347,1.03908,0.0102,0.000892,1.3176,1.53617,1.0838,0.01846
2013-04-17,0.9739,0.0334,1.02972,0.01015,0.000886,1.30332,1.5239,1.0717,0.01844
2013-04-18,0.9743,0.03344,1.03004,0.01016,0.000888,1.30499,1.52787,1.0716,0.01851
2013-04-19,0.9738,0.03352,1.02748,0.01002,0.000888,1.30527,1.52302,1.0706,0.01853
2013-04-21,0.97504,,,,,,,,
2013-04-22,0.9742,0.03347,1.02728,0.01005,0.000888,1.30655,1.52893,1.0699,0.01844
2013-04-23,0.9738,0.0335,1.02619,0.01004,0.000888,1.30028,1.5239,1.0571,0.01838
2013-04-24,0.9743,0.03359,1.02825,0.01002,0.00089,1.30157,1.52658,1.055,0.01842
2013-04-25,0.9798,0.03368,1.02902,0.01004,0.000895,1.30101,1.54321,1.0577,0.01847
2013-04-26,0.983,0.0337,1.02824,0.01017,0.000895,1.30283,1.5474,1.0607,0.01838
2013-04-28,0.98389,,,,,,,,
2013-04-29,0.9878,0.03395,1.03507,0.0102,0.000901,1.30991,1.55006,1.0664,0.01843
2013-04-30,0.9925,0.03383,1.03707,0.01024,0.000904,1.31664,1.5531,1.0752,0.01862
2013-05-01,0.9912,0.03386,1.02768,0.01025,0.000904,1.318,1.55547,1.0779,0.01861
2013-05-02,0.9888,0.03378,1.02477,0.01019,0.000904,1.30646,1.55323,1.0687,0.01858
2013-05-03,0.9896,0.03378,1.03146,0.01008,0.000906,1.31141,1.55668,1.0686,0.01858
2013-05-05,0.9919,,,,,,,,
2013-05-06,0.9925,0.0338,1.02526,0.01004,0.000908,1.30759,1.55407,1.0651,0.01845
2013-05-07,0.9949,0.0338,1.01843,0.01008,0.000912,1.30787,1.54835,1.0628,0.01849
2013-05-08,0.9969,0.03405,1.01706,0.01008,0.000916,1.31527,1.55347,1.069,0.01848
2013-05-09,0.9926,0.03396,1.00913,0.00991,0.00091,1.30426,1.5449,1.054,0.01843
2013-05-10,0.9895,0.03365,1.00197,0.00981,0.000895,1.2991,1.53652,1.0446,0.01824
2013-05-12,0.98804,,,,,,,,
2013-05-13,0.9891,0.03342,0.99513,0.0098,0.000893,1.29756,1.52973,1.0443,0.01823
2013-05-14,0.9816,0.03344,0.98885,0.00975,0.000892,1.29192,1.52105,1.0347,0.01824
2013-05-15,0.9833,0.03331,0.98982,0.00975,0.000892,1.28859,1.52343,1.0349,0.01825
2013-05-16,0.9814,0.03332,0.98078,0.00976,0.00089,1.28818,1.52688,1.0365,0.01824
2013-05-17,0.9717,0.03328,0.97343,0.00966,0.000886,1.28346,1.51691,1.0278,0.01822
